80 101
1 2 2232
2 3 9364
3 4 2222
4 5 9855
5 6 1623
6 7 8381
7 8 1577
8 9 6663
9 10 7410
10 11 7020
11 12 9341
12 13 5354
13 14 6259
14 15 6971
15 16 777
16 17 4439
17 18 5977
18 19 94
19 20 5478
20 21 8968
21 22 9927
22 23 1367
23 24 8990
24 25 3394
25 26 9100
26 27 2152
27 28 4663
28 29 2012
29 30 9512
30 31 8843
31 32 6781
32 33 8550
33 34 4646
34 35 4912
35 36 5748
36 37 4347
37 38 1424
38 39 1409
39 40 8383
40 41 4035
41 42 4404
42 43 8747
43 44 6555
44 45 3869
45 46 8621
46 47 9252
47 48 8448
48 49 9620
49 50 7507
50 51 2242
51 52 7803
52 53 4550
53 54 2812
54 55 954
55 56 15
56 57 2779
57 58 4721
58 59 2261
59 60 4375
60 61 8242
61 62 2481
62 63 6383
63 64 9166
64 65 964
65 66 7839
66 67 5819
67 68 214
68 69 2906
69 70 3661
70 71 4442
71 72 4704
72 73 5744
73 74 3116
74 75 8727
75 76 5142
76 77 3111
77 78 2720
78 79 1205
79 80 1061
2 49 7927
9 70 8915
10 20 8569
11 29 7407
12 19 7875
13 27 9617
17 25 7790
21 42 8056
25 66 6928
26 58 9951
39 67 8765
40 54 1490
46 64 5874
48 56 4140
59 63 1342
63 65 9808
64 77 8719
66 76 7312
67 71 6638
68 74 8352
70 73 3976
73 78 8582
