250 338
1 2 2008
2 3 5103
3 4 9123
4 5 4493
5 6 7997
6 7 1256
7 8 1867
8 9 5057
9 10 6136
10 11 629
11 12 6935
12 13 2340
13 14 5975
14 15 8493
15 16 16
16 17 7390
17 18 3859
18 19 7272
19 20 5369
20 21 7626
21 22 5803
22 23 3806
23 24 2528
24 25 7215
25 26 2727
26 27 3070
27 28 6464
28 29 5237
29 30 3424
30 31 4602
31 32 5911
32 33 7451
33 34 446
34 35 6027
35 36 8989
36 37 2723
37 38 3995
38 39 9037
39 40 4714
40 41 6519
41 42 6297
42 43 7317
43 44 248
44 45 5247
45 46 3350
46 47 6305
47 48 939
48 49 592
49 50 5148
50 51 4936
51 52 2319
52 53 7832
53 54 9954
54 55 5077
55 56 9398
56 57 8411
57 58 6516
58 59 8146
59 60 7631
60 61 2954
61 62 8892
62 63 300
63 64 4420
64 65 4477
65 66 5157
66 67 6223
67 68 2148
68 69 8728
69 70 4257
70 71 9734
71 72 5855
72 73 135
73 74 7024
74 75 993
75 76 3392
76 77 7291
77 78 9060
78 79 720
79 80 8986
80 81 79
81 82 9920
82 83 4503
83 84 102
84 85 430
85 86 5495
86 87 7527
87 88 7109
88 89 9846
89 90 8057
90 91 3264
91 92 578
92 93 917
93 94 4483
94 95 6831
95 96 4397
96 97 6708
97 98 2770
98 99 5580
99 100 5317
100 101 1078
101 102 9829
102 103 7863
103 104 5197
104 105 7905
105 106 780
106 107 7805
107 108 4903
108 109 7523
109 110 8965
110 111 7530
111 112 5293
112 113 2947
113 114 6793
114 115 9977
115 116 7784
116 117 6
117 118 123
118 119 7586
119 120 8730
120 121 4711
121 122 4391
122 123 462
123 124 7038
124 125 5748
125 126 7985
126 127 5409
127 128 6757
128 129 6785
129 130 3759
130 131 6963
131 132 1548
132 133 3669
133 134 2705
134 135 9943
135 136 8120
136 137 1460
137 138 5452
138 139 915
139 140 7718
140 141 5828
141 142 130
142 143 9251
143 144 6744
144 145 2144
145 146 6032
146 147 2794
147 148 2982
148 149 8508
149 150 4853
150 151 5483
151 152 7732
152 153 4687
153 154 3039
154 155 5305
155 156 1039
156 157 3130
157 158 9519
158 159 6454
159 160 5393
160 161 1451
161 162 3278
162 163 4276
163 164 9198
164 165 8281
165 166 5403
166 167 5920
167 168 148
168 169 4326
169 170 5164
170 171 3087
171 172 8873
172 173 8532
173 174 1017
174 175 1667
175 176 5438
176 177 2183
177 178 9548
178 179 5723
179 180 5183
180 181 9309
181 182 6541
182 183 9887
183 184 9885
184 185 6213
185 186 1662
186 187 4274
187 188 4332
188 189 9286
189 190 6736
190 191 3070
191 192 3544
192 193 7563
193 194 7203
194 195 7143
195 196 1559
196 197 2556
197 198 7561
198 199 3983
199 200 9921
200 201 8525
201 202 3420
202 203 1628
203 204 3965
204 205 5364
205 206 2354
206 207 4951
207 208 7624
208 209 7627
209 210 437
210 211 315
211 212 4815
212 213 8269
213 214 96
214 215 9342
215 216 2617
216 217 1229
217 218 6625
218 219 3486
219 220 4505
220 221 5866
221 222 7946
222 223 1517
223 224 2261
224 225 4868
225 226 9385
226 227 3720
227 228 5684
228 229 7002
229 230 3729
230 231 4611
231 232 8308
232 233 7370
233 234 150
234 235 6570
235 236 5129
236 237 3807
237 238 1295
238 239 5086
239 240 2169
240 241 8188
241 242 7039
242 243 4646
243 244 7570
244 245 8708
245 246 3813
246 247 2354
247 248 1731
248 249 2862
249 250 8883
3 90 2354
4 249 232
6 11 5035
11 217 3672
16 70 4491
22 246 2663
23 198 7089
24 86 8780
26 38 612
27 208 3111
29 156 3840
33 54 5869
34 249 7475
35 68 7126
38 185 2700
40 207 7843
43 161 8013
44 113 5065
48 200 3913
51 219 768
52 177 3268
53 94 8676
55 199 2380
63 201 5005
64 138 7597
69 191 5621
71 228 760
72 167 6868
73 248 3530
79 107 4160
80 154 2640
81 217 5865
82 149 7970
84 94 6883
85 216 1236
87 99 1859
89 191 1793
90 132 1670
93 212 7925
96 171 8452
98 148 1445
99 242 7914
100 139 1738
102 188 8370
106 203 2682
107 211 3541
109 250 3402
110 171 6805
116 221 6861
118 175 1833
126 140 7771
128 146 9187
133 145 8292
137 187 7785
139 230 6219
140 212 5574
142 207 7668
145 228 1705
150 218 1863
153 221 2690
154 200 7109
167 183 7666
171 205 9709
173 220 4454
177 218 719
179 220 9209
189 210 4756
192 225 8707
195 236 8726
197 205 4278
201 247 2371
202 206 9370
203 239 64
204 232 7159
207 245 2729
213 217 8750
216 231 1754
217 247 8898
218 228 4020
220 244 1384
221 226 6739
224 246 3533
226 237 5599
228 239 3177
230 247 3027
233 236 7590
235 245 7146
239 244 2811
243 250 2019
