60 83
1 2 5575
2 3 2735
3 4 5231
4 5 6590
5 6 2718
6 7 8725
7 8 477
8 9 4981
9 10 1850
10 11 3044
11 12 6936
12 13 8171
13 14 5965
14 15 4994
15 16 2194
16 17 6567
17 18 7248
18 19 5159
19 20 2255
20 21 1371
21 22 9082
22 23 7128
23 24 1319
24 25 3808
25 26 8732
26 27 8648
27 28 8373
28 29 5987
29 30 8058
30 31 7814
31 32 6114
32 33 7982
33 34 4703
34 35 5154
35 36 5462
36 37 267
37 38 1846
38 39 5277
39 40 3390
40 41 1201
41 42 9836
42 43 5590
43 44 1496
44 45 9555
45 46 8998
46 47 4475
47 48 7787
48 49 3699
49 50 3606
50 51 6752
51 52 6226
52 53 4720
53 54 4076
54 55 1732
55 56 6937
56 57 5338
57 58 2833
58 59 7368
59 60 9143
2 26 4151
3 59 3546
7 25 4483
8 51 4712
9 42 1747
14 16 9992
16 21 1658
17 24 488
18 31 692
22 24 3298
26 56 7325
27 60 6322
29 51 4981
32 51 9808
33 49 4985
36 44 9766
40 56 8325
41 57 5027
42 54 729
44 60 5385
45 57 8447
47 57 8344
53 56 64
58 60 3952
