400 526
1 2 362
2 3 75
3 4 7051
4 5 1775
5 6 6990
6 7 7450
7 8 8861
8 9 2942
9 10 7486
10 11 7901
11 12 3318
12 13 6611
13 14 8728
14 15 7514
15 16 8177
16 17 4673
17 18 6986
18 19 2838
19 20 2431
20 21 1855
21 22 9990
22 23 7033
23 24 8235
24 25 1967
25 26 1345
26 27 7858
27 28 4640
28 29 8764
29 30 87
30 31 5346
31 32 6707
32 33 9114
33 34 6304
34 35 4703
35 36 5165
36 37 9855
37 38 5696
38 39 3911
39 40 8555
40 41 1343
41 42 6497
42 43 3866
43 44 4810
44 45 8954
45 46 6201
46 47 8916
47 48 6936
48 49 3974
49 50 5114
50 51 8470
51 52 5818
52 53 1128
53 54 1501
54 55 6048
55 56 2010
56 57 8169
57 58 9561
58 59 1983
59 60 7521
60 61 455
61 62 6262
62 63 911
63 64 561
64 65 9869
65 66 9864
66 67 3613
67 68 2449
68 69 1765
69 70 6157
70 71 6941
71 72 2820
72 73 7096
73 74 6949
74 75 6653
75 76 8319
76 77 7161
77 78 5991
78 79 3138
79 80 1006
80 81 8481
81 82 5134
82 83 1954
83 84 2321
84 85 4360
85 86 85
86 87 8735
87 88 1124
88 89 5991
89 90 7917
90 91 4795
91 92 9900
92 93 349
93 94 8295
94 95 5693
95 96 4318
96 97 854
97 98 6046
98 99 8808
99 100 9021
100 101 8282
101 102 9026
102 103 9175
103 104 9198
104 105 4962
105 106 8328
106 107 2436
107 108 6009
108 109 4828
109 110 1902
110 111 8714
111 112 5580
112 113 6778
113 114 201
114 115 1518
115 116 1365
116 117 4286
117 118 2705
118 119 8358
119 120 1000
120 121 1088
121 122 8271
122 123 6626
123 124 9121
124 125 8097
125 126 8433
126 127 2248
127 128 5003
128 129 9642
129 130 2392
130 131 8404
131 132 7769
132 133 5649
133 134 1886
134 135 6621
135 136 8389
136 137 4542
137 138 9890
138 139 3172
139 140 7740
140 141 4604
141 142 9581
142 143 1100
143 144 1508
144 145 1041
145 146 3371
146 147 5315
147 148 3007
148 149 4023
149 150 5417
150 151 9599
151 152 2570
152 153 9391
153 154 4362
154 155 5014
155 156 9390
156 157 944
157 158 51
158 159 9165
159 160 2190
160 161 2866
161 162 6650
162 163 4198
163 164 267
164 165 4580
165 166 4738
166 167 3315
167 168 4007
168 169 5986
169 170 5840
170 171 2908
171 172 3998
172 173 6525
173 174 1304
174 175 3457
175 176 8991
176 177 1401
177 178 1655
178 179 5686
179 180 2258
180 181 9762
181 182 8974
182 183 9836
183 184 1745
184 185 8188
185 186 8720
186 187 9258
187 188 8198
188 189 9069
189 190 253
190 191 3348
191 192 8529
192 193 4717
193 194 6934
194 195 8446
195 196 2965
196 197 3752
197 198 9837
198 199 2482
199 200 7739
200 201 8578
201 202 1531
202 203 3342
203 204 5074
204 205 8773
205 206 1795
206 207 8288
207 208 643
208 209 8595
209 210 4472
210 211 1660
211 212 4143
212 213 3781
213 214 2893
214 215 709
215 216 6509
216 217 2665
217 218 3289
218 219 7913
219 220 3951
220 221 1932
221 222 2808
222 223 4812
223 224 6202
224 225 8660
225 226 9901
226 227 5416
227 228 3818
228 229 4945
229 230 4359
230 231 3724
231 232 3170
232 233 5678
233 234 7030
234 235 6639
235 236 7494
236 237 8761
237 238 7929
238 239 2920
239 240 6995
240 241 8045
241 242 547
