40 51
1 2 4319
2 3 4285
3 4 3896
4 5 6845
5 6 5745
6 7 3731
7 8 853
8 9 3057
9 10 5556
10 11 6206
11 12 7587
12 13 7027
13 14 6635
14 15 9689
15 16 9753
16 17 6338
17 18 2372
18 19 9421
19 20 9660
20 21 1442
21 22 4646
22 23 1686
23 24 8078
24 25 9696
25 26 6235
26 27 5548
27 28 1977
28 29 3528
29 30 8784
30 31 2816
31 32 4095
32 33 1916
33 34 437
34 35 211
35 36 5548
36 37 5587
37 38 959
38 39 764
39 40 4412
1 5 6308
8 26 8495
12 17 9912
20 33 2375
22 27 3487
24 37 7349
27 35 1930
31 39 5345
33 37 1687
36 39 6078
37 39 9117
38 40 8431
