450 602
1 2 258
2 3 489
3 4 1097
4 5 9752
5 6 345
6 7 7013
7 8 9076
8 9 5094
9 10 614
10 11 8236
11 12 7883
12 13 1148
13 14 1455
14 15 5464
15 16 8621
16 17 1999
17 18 92
18 19 3318
19 20 9635
20 21 3863
21 22 7505
22 23 2056
23 24 8299
24 25 4955
25 26 1640
26 27 3307
27 28 3721
28 29 1053
29 30 9999
30 31 6300
31 32 8473
32 33 8346
33 34 2153
34 35 8163
35 36 6522
36 37 3179
37 38 2265
38 39 9561
39 40 4101
40 41 3779
41 42 61
42 43 592
43 44 2647
44 45 7305
45 46 2065
46 47 7620
47 48 678
48 49 1611
49 50 3886
50 51 1792
51 52 4016
52 53 6662
53 54 4220
54 55 9941
55 56 3585
56 57 7210
57 58 5585
58 59 6489
59 60 5024
60 61 6698
61 62 3510
62 63 7762
63 64 1174
64 65 7083
65 66 5155
66 67 2011
67 68 4535
68 69 4760
69 70 9134
70 71 8297
71 72 3340
72 73 3565
73 74 8627
74 75 2258
75 76 9371
76 77 7497
77 78 901
78 79 5154
79 80 4411
80 81 9008
81 82 2447
82 83 7620
83 84 4448
84 85 3068
85 86 1366
86 87 411
87 88 7271
88 89 6847
89 90 7985
90 91 6283
91 92 9909
92 93 2687
93 94 9072
94 95 63
95 96 7817
96 97 6904
97 98 1541
98 99 2203
99 100 8187
100 101 5703
101 102 7794
102 103 3497
103 104 7446
104 105 117
105 106 1301
106 107 1102
107 108 7711
108 109 4900
109 110 9693
110 111 8274
111 112 9343
112 113 9973
113 114 2180
114 115 3308
115 116 86
116 117 9984
117 118 8252
118 119 5328
119 120 2338
120 121 3008
121 122 4736
122 123 1489
123 124 4821
124 125 8585
125 126 246
126 127 8814
127 128 1651
128 129 1752
129 130 2539
130 131 5825
131 132 6074
132 133 2548
133 134 332
134 135 7672
135 136 4999
136 137 6622
137 138 7263
138 139 593
139 140 3189
140 141 4567
141 142 1714
142 143 6756
143 144 9903
144 145 9847
145 146 1786
146 147 9705
147 148 1764
148 149 4828
149 150 206
150 151 9616
151 152 698
152 153 9613
153 154 59
154 155 5320
155 156 4145
156 157 3617
157 158 3330
158 159 6899
159 160 4941
160 161 2977
161 162 9026
162 163 2893
163 164 7551
164 165 6042
165 166 6787
166 167 4977
167 168 8601
168 169 331
169 170 33
170 171 4623
171 172 9513
172 173 8746
173 174 183
174 175 3111
175 176 3989
176 177 4486
177 178 3679
178 179 8222
179 180 7583
180 181 4531
181 182 4220
182 183 1667
183 184 1357
184 185 4865
185 186 878
186 187 8211
187 188 7985
188 189 1662
189 190 7307
190 191 7777
191 192 3383
192 193 7325
193 194 64
194 195 4943
195 196 7654
196 197 6839
197 198 5680
198 199 5208
199 200 1682
200 201 261
201 202 8519
202 203 2316
203 204 7435
204 205 990
205 206 4126
206 207 5055
207 208 4092
208 209 3543
209 210 9731
210 211 696
211 212 6776
212 213 895
213 214 7579
214 215 6015
215 216 5612
216 217 1760
217 218 1061
218 219 4600
219 220 2492
220 221 5044
221 222 4820
222 223 5300
223 224 4663
224 225 834
225 226 4806
226 227 3787
227 228 594
228 229 697
229 230 7490
230 231 273
231 232 5335
232 233 5143
233 234 9668
234 235 694
235 236 5008
236 237 3035
237 238 2250
238 239 8235
239 240 6894
240 241 5885
241 242 2306
242 243 2110
243 244 1407
244 245 7153
245 246 4953
246 247 8653
247 248 2621
248 249 9532
249 250 7081
250 251 7985
251 252 9777
252 253 5307
253 254 9006
254 255 506
255 256 7621
256 257 8243
257 258 2572
258 259 6875
259 260 496
260 261 2246
261 262 2827
262 263 5702
263 264 879
264 265 4588
265 266 1319
266 267 930
267 268 7412
268 269 2733
269 270 522
270 271 2522
271 272 5054
272 273 1316
273 274 2612
274 275 5291
275 276 5167
276 277 4154
277 278 6821
278 279 9775
279 280 9090
280 281 8352
281 282 5684
282 283 5528
283 284 1741
284 285 310
285 286 671
286 287 2919
287 288 9972
288 289 1064
289 290 3975
290 291 6689
291 292 6495
292 293 4736
293 294 3586
294 295 4029
295 296 7675
296 297 4649
297 298 6139
298 299 5146
299 300 8812
300 301 1498
301 302 3127
302 303 5681
303 304 8972
304 305 7606
305 306 3283
306 307 1171
307 308 1626
308 309 57
309 310 1822
310 311 3534
311 312 632
312 313 805
313 314 6508
314 315 9454
315 316 6311
316 317 4481
317 318 3599
318 319 5534
319 320 4014
320 321 6041
321 322 5117
322 323 9599
323 324 5226
324 325 2705
325 326 956
326 327 4361
327 328 6470
328 329 5873
329 330 1651
330 331 9209
331 332 1116
332 333 5606
333 334 4902
334 335 7091
335 336 2451
336 337 8997
337 338 384
338 339 2082
339 340 1655
340 341 1759
341 342 8287
342 343 6445
343 344 7956
344 345 8028
345 346 8405
346 347 3562
347 348 2724
348 349 890
349 350 5685
350 351 2356
351 352 7417
352 353 3831
353 354 3300
354 355 6859
355 356 8051
356 357 1707
357 358 8841
358 359 9736
359 360 3173
360 361 2154
361 362 3046
362 363 2360
363 364 9389
364 365 2117
365 366 9928
366 367 4945
367 368 3092
368 369 618
369 370 8205
370 371 7011
371 372 5737
372 373 6824
373 374 3860
374 375 8657
375 376 8378
376 377 6956
377 378 4532
378 379 852
379 380 1794
380 381 8583
381 382 1028
382 383 2470
383 384 6189
384 385 9728
385 386 9963
386 387 2214
387 388 3555
388 389 7301
389 390 1020
390 391 5835
391 392 4715
392 393 5892
393 394 3760
394 395 1811
395 396 375
396 397 2445
397 398 858
398 399 3353
399 400 6256
400 401 1401
401 402 6116
402 403 3556
403 404 7735
404 405 4599
405 406 9939
406 407 2179
407 408 4146
408 409 2987
409 410 4183
410 411 123
411 412 7141
412 413 7449
413 414 3421
414 415 8564
415 416 5658
416 417 628
417 418 1201
418 419 1282
419 420 9738
420 421 5093
421 422 1123
422 423 5630
423 424 2098
424 425 4408
425 426 5537
426 427 8513
427 428 7676
428 429 3414
429 430 6421
430 431 7661
431 432 8116
432 433 4602
433 434 8119
434 435 9842
435 436 3399
436 437 5230
437 438 7835
438 439 6649
439 440 9613
440 441 8822
441 442 6066
442 443 1821
443 444 7161
444 445 3789
445 446 8392
446 447 9867
447 448 8458
448 449 6507
449 450 9966
1 398 6995
3 186 2046
6 375 4110
11 152 6823
13 266 4614
15 304 2450
16 224 159
17 153 539
18 413 8914
19 370 7069
21 244 5283
24 196 4564
25 273 5738
26 78 7580
32 421 5993
36 121 5338
37 89 1317
38 111 9238
42 327 9641
44 52 8628
45 155 4652
46 272 3205
47 207 7977
48 245 5470
50 434 3684
53 337 5859
56 297 1878
60 263 9464
61 325 4780
63 116 8233
70 93 3652
75 411 6760
76 426 6883
83 243 3979
84 429 1554
87 117 7745
89 213 2576
90 435 1400
92 131 5516
94 149 1865
96 112 8402
102 154 5068
104 217 8816
106 287 6680
108 441 902
109 269 6780
110 154 7408
111 305 6322
112 217 325
126 411 6558
128 375 8030
132 291 4627
133 198 1420
134 402 5391
135 167 5607
136 172 8997
138 268 2321
141 217 9859
148 317 3186
151 320 8277
153 197 7463
163 367 7755
164 449 6699
165 217 315
171 403 1845
172 202 4053
177 242 8673
180 302 886
182 203 6454
185 260 7230
186 324 6385
193 252 1108
197 426 9085
201 359 4816
205 348 7672
210 447 4988
212 267 8366
218 367 4477
219 406 8932
223 288 5254
226 321 9688
231 385 7107
232 324 6140
234 242 6961
238 316 6512
243 410 1837
244 425 2748
248 345 1210
249 345 6280
257 332 416
260 402 3099
270 359 9109
272 390 4572
273 394 5362
274 342 4018
278 351 6746
281 444 2817
283 296 3866
289 305 3463
293 401 7360
295 429 976
297 375 4024
300 418 3821
301 371 5951
310 413 5689
312 421 5575
314 344 3448
315 337 9251
316 425 1351
320 400 3502
323 363 3374
324 441 8772
331 444 3940
332 403 5408
333 433 7503
344 378 3018
345 398 9129
348 397 3079
349 404 3705
350 429 7554
351 360 3327
352 393 4134
355 408 8192
356 407 742
357 430 6261
358 400 4610
359 450 5110
360 389 1297
362 424 3697
367 381 8731
371 429 6412
372 405 8244
376 440 1986
378 440 203
383 433 9903
387 439 9273
398 421 2146
399 430 2832
400 435 5615
402 406 1801
407 423 2628
411 426 8181
413 442 3551
415 446 5392
416 439 2522
419 428 2816
425 428 8121
427 446 4553
429 445 2582
431 447 8333
433 435 4102
435 445 9754
445 447 323
