450 594
1 2 6845
2 3 7460
3 4 5763
4 5 5612
5 6 8285
6 7 3389
7 8 9616
8 9 6883
9 10 668
10 11 7420
11 12 912
12 13 1101
13 14 945
14 15 8185
15 16 2776
16 17 2363
17 18 9814
18 19 7590
19 20 6870
20 21 5899
21 22 6014
22 23 9710
23 24 8327
24 25 198
25 26 1539
26 27 4092
27 28 441
28 29 2539
29 30 8626
30 31 5777
31 32 7227
32 33 1929
33 34 9056
34 35 2286
35 36 9239
36 37 6847
37 38 8817
38 39 5954
39 40 1395
40 41 6918
41 42 7400
42 43 9477
43 44 1066
44 45 9764
45 46 9821
46 47 7877
47 48 3149
48 49 6017
49 50 4814
50 51 7095
51 52 542
52 53 6642
53 54 5253
54 55 1163
55 56 8189
56 57 3500
57 58 3308
58 59 9942
59 60 9323
60 61 8333
61 62 4007
62 63 6689
63 64 1402
64 65 4829
65 66 3949
66 67 3589
67 68 1967
68 69 8353
69 70 7997
70 71 5547
71 72 4356
72 73 5982
73 74 4576
74 75 3864
75 76 4730
76 77 1703
77 78 5290
78 79 5691
79 80 5207
80 81 7092
81 82 6968
82 83 9330
83 84 1318
84 85 9421
85 86 8183
86 87 4537
87 88 5746
88 89 3744
89 90 4023
90 91 9089
91 92 3312
92 93 3191
93 94 83
94 95 5947
95 96 5708
96 97 6847
97 98 9221
98 99 4959
99 100 1859
100 101 975
101 102 7362
102 103 9093
103 104 9445
104 105 1440
105 106 9622
106 107 4646
107 108 3072
108 109 347
109 110 8345
110 111 3219
111 112 5376
112 113 4852
113 114 69
114 115 4292
115 116 9297
116 117 1474
117 118 7530
118 119 2798
119 120 5215
120 121 9013
121 122 3084
122 123 2550
123 124 8371
124 125 1384
125 126 6561
126 127 8008
127 128 5370
128 129 7955
129 130 6843
130 131 4722
131 132 4807
132 133 7544
133 134 2215
134 135 4624
135 136 3210
136 137 3849
137 138 7953
138 139 6515
139 140 5749
140 141 6665
141 142 4636
142 143 9346
143 144 5850
144 145 5995
145 146 7947
146 147 8247
147 148 4704
148 149 9221
149 150 5853
150 151 1050
151 152 8881
152 153 2311
153 154 8205
154 155 3746
155 156 5883
156 157 8981
157 158 383
158 159 7241
159 160 6442
160 161 7700
161 162 9743
162 163 2127
163 164 4351
164 165 977
165 166 1144
166 167 6342
167 168 5912
168 169 7568
169 170 5089
170 171 3697
171 172 198
172 173 989
173 174 8597
174 175 3021
175 176 6751
176 177 9084
177 178 5954
178 179 5931
179 180 3102
180 181 2578
181 182 9760
182 183 9937
183 184 5014
184 185 3236
185 186 1881
186 187 1233
187 188 6069
188 189 8450
189 190 5144
190 191 7279
191 192 2665
192 193 4565
193 194 2042
194 195 6391
195 196 8194
196 197 5076
197 198 1717
198 199 884
199 200 7456
200 201 4528
201 202 6263
202 203 3595
203 204 1562
204 205 2146
205 206 8097
206 207 9500
207 208 4808
208 209 8797
209 210 1602
210 211 5197
211 212 4192
212 213 2034
213 214 4729
214 215 6931
215 216 8683
216 217 3064
217 218 6140
218 219 2367
219 220 5127
220 221 9031
221 222 9153
222 223 3313
223 224 56
224 225 6420
225 226 3942
226 227 3282
227 228 6735
228 229 4024
229 230 1279
230 231 5208
231 232 2178
232 233 4012
233 234 6781
234 235 633
235 236 2828
236 237 6618
237 238 8293
238 239 8782
239 240 8462
240 241 7992
241 242 2770
242 243 1436
243 244 8886
244 245 3491
245 246 3845
246 247 1838
247 248 4335
248 249 7018
249 250 9306
250 251 1604
251 252 7387
252 253 613
253 254 4182
254 255 7053
255 256 6224
256 257 9922
257 258 718
258 259 8099
259 260 6865
260 261 8204
261 262 2233
262 263 7115
263 264 1335
264 265 813
265 266 5730
266 267 5636
267 268 1705
268 269 9145
269 270 27
270 271 5075
271 272 925
272 273 3410
273 274 46
274 275 4351
275 276 8980
276 277 3774
277 278 5587
278 279 3356
279 280 923
280 281 7860
281 282 1034
282 283 5654
283 284 2161
284 285 1135
285 286 9798
