450 595
1 2 4168
2 3 15
3 4 8540
4 5 1106
5 6 5707
6 7 4756
7 8 1645
8 9 1254
9 10 2904
10 11 4886
11 12 805
12 13 5426
13 14 1471
14 15 3384
15 16 15
16 17 8860
17 18 7602
18 19 2544
19 20 9194
20 21 9111
21 22 860
22 23 3942
23 24 8635
24 25 1979
25 26 8902
26 27 8661
27 28 8743
28 29 5053
29 30 531
30 31 7633
31 32 9643
32 33 2185
33 34 9049
34 35 6709
35 36 1519
36 37 9237
37 38 7668
38 39 9562
39 40 1818
40 41 1104
41 42 6010
42 43 7905
43 44 3380
44 45 2575
45 46 9158
46 47 6052
47 48 82
48 49 5538
49 50 7880
50 51 4738
51 52 5831
52 53 8484
53 54 3791
54 55 5290
55 56 1198
56 57 1151
57 58 3665
58 59 8347
59 60 8244
60 61 8970
61 62 7191
62 63 637
63 64 8913
64 65 2133
65 66 6626
66 67 5065
67 68 3688
68 69 4926
69 70 2981
70 71 7408
71 72 6001
72 73 7188
73 74 8271
74 75 2480
75 76 3230
76 77 4687
77 78 9807
78 79 5261
79 80 9340
80 81 2983
81 82 1249
82 83 1033
83 84 5300
84 85 12
85 86 6421
86 87 6122
87 88 4929
88 89 4375
89 90 1525
90 91 3913
91 92 3127
92 93 5467
93 94 7920
94 95 5886
95 96 2062
96 97 9278
97 98 4415
98 99 594
99 100 6047
100 101 6446
101 102 9187
102 103 5025
103 104 8019
104 105 8690
105 106 8533
106 107 8664
107 108 7654
108 109 6081
109 110 6323
110 111 5092
111 112 4362
112 113 6400
113 114 5982
114 115 1018
115 116 2730
116 117 1617
117 118 1245
118 119 3705
119 120 4085
120 121 8691
121 122 1545
122 123 7833
123 124 2443
124 125 4871
125 126 4761
126 127 3196
127 128 9916
128 129 8283
129 130 7910
130 131 8019
131 132 3297
132 133 1968
133 134 5481
134 135 8325
135 136 8041
136 137 9977
137 138 6488
138 139 516
139 140 9175
140 141 4848
141 142 3369
142 143 5411
143 144 6581
144 145 8098
145 146 6846
146 147 2650
147 148 580
148 149 5550
149 150 3993
150 151 8140
151 152 4624
152 153 6764
153 154 6279
154 155 8022
155 156 9862
156 157 3099
157 158 8836
158 159 5230
159 160 1293
160 161 2985
161 162 4315
162 163 8146
163 164 4684
164 165 6363
165 166 5708
166 167 1356
167 168 321
168 169 6493
169 170 8817
170 171 9928
171 172 3453
172 173 9543
173 174 1408
174 175 8646
175 176 8801
176 177 8296
177 178 7020
178 179 8876
179 180 4631
180 181 3174
181 182 5682
182 183 9398
183 184 5147
184 185 3796
185 186 6372
186 187 9153
187 188 718
188 189 9041
189 190 822
190 191 8486
191 192 1278
192 193 5866
193 194 4723
194 195 2796
195 196 2131
196 197 776
197 198 3757
198 199 3968
199 200 8669
200 201 9690
201 202 4502
202 203 389
203 204 4802
204 205 1994
205 206 5559
206 207 2955
207 208 4143
208 209 1237
209 210 2642
210 211 106
211 212 7830
212 213 5515
213 214 5421
214 215 175
215 216 1913
216 217 3652
217 218 7890
218 219 1908
219 220 8068
220 221 6114
221 222 4156
222 223 3321
223 224 5990
224 225 1506
225 226 1902
226 227 9722
227 228 6978
228 229 6178
229 230 6767
230 231 8154
231 232 9321
232 233 2458
233 234 3062
234 235 8941
235 236 9981
236 237 9841
237 238 7639
238 239 4401
239 240 8237
240 241 5285
241 242 4524
242 243 9251
243 244 5461
244 245 4848
245 246 3523
246 247 1116
247 248 657
248 249 498
249 250 8044
250 251 3763
251 252 430
252 253 806
253 254 9297
254 255 7058
255 256 3115
256 257 929
257 258 9351
258 259 2242
259 260 4445
260 261 5227
261 262 5907
262 263 3044
263 264 8344
264 265 2093
265 266 9301
266 267 7309
267 268 5699
268 269 5518
269 270 7474
270 271 9431
271 272 8624
272 273 8821
273 274 1499
274 275 2610
275 276 6121
276 277 5578
277 278 1699
278 279 1691
279 280 6076
280 281 844
281 282 1016
282 283 8663
283 284 1962
284 285 7750
285 286 7679
286 287 3576
287 288 8451
288 289 5914
289 290 6376
290 291 4549
291 292 7972
292 293 4385
293 294 7136
294 295 7944
295 296 2812
296 297 4057
297 298 3925
298 299 9555
299 300 4799
300 301 4314
301 302 1602
302 303 9373
303 304 6734
304 305 6329
305 306 4615
306 307 1344
307 308 2114
308 309 730
309 310 1527
310 311 7386
311 312 7848
312 313 1638
313 314 707
314 315 1057
315 316 6123
316 317 9276
317 318 656
318 319 3852
319 320 1420
320 321 1540
321 322 3029
322 323 538
323 324 7063
324 325 3601
325 326 798
326 327 4548
327 328 6908
328 329 1108
329 330 7374
330 331 4629
331 332 6431
332 333 7436
333 334 689
334 335 2222
335 336 9681
336 337 8947
337 338 5813
338 339 4662
339 340 4687
340 341 6180
341 342 9647
342 343 1861
343 344 7787
344 345 7531
345 346 1211
346 347 502
347 348 7745
348 349 2026
349 350 1054
350 351 6413
351 352 1259
352 353 7703
353 354 6146
354 355 3425
355 356 767
356 357 766
357 358 1103
358 359 9824
359 360 4512
360 361 8327
361 362 1963
362 363 1931
363 364 3070
364 365 4934
365 366 3778
366 367 4733
367 368 6590
368 369 722
369 370 2702
370 371 6423
371 372 4325
372 373 6195
373 374 927
374 375 3537
375 376 611
376 377 8779
377 378 4700
378 379 4364
379 380 1098
380 381 3381
381 382 8179
382 383 2351
383 384 9824
384 385 863
385 386 4079
386 387 2748
387 388 6645
388 389 239
389 390 4737
390 391 1316
391 392 2765
392 393 1044
393 394 2071
394 395 52
395 396 8744
396 397 2116
397 398 641
398 399 6406
399 400 8725
400 401 5783
401 402 8066
402 403 7310
403 404 3127
404 405 1740
405 406 9887
406 407 1517
407 408 9249
408 409 2432
409 410 7769
410 411 9043
411 412 3831
412 413 2512
413 414 5951
414 415 8639
415 416 1785
416 417 388
417 418 580
418 419 1440
419 420 9974
420 421 6852
421 422 2118
422 423 8132
423 424 3911
424 425 3308
425 426 8054
426 427 3519
