100 120
1 2 9892
2 3 9060
3 4 6853
4 5 3637
5 6 6531
6 7 9447
7 8 1682
8 9 1532
9 10 3307
10 11 1270
11 12 7612
12 13 4623
13 14 650
14 15 614
15 16 8052
16 17 1503
17 18 4847
18 19 6175
19 20 441
20 21 5732
21 22 9015
22 23 8534
23 24 8943
24 25 1888
25 26 2520
26 27 3733
27 28 2177
28 29 1049
29 30 919
30 31 8404
31 32 1273
32 33 6005
33 34 9845
34 35 865
35 36 25
36 37 6851
37 38 2077
38 39 5887
39 40 2942
40 41 8799
41 42 4049
42 43 2711
43 44 286
44 45 2778
45 46 4642
46 47 1637
47 48 7632
48 49 9127
49 50 4940
50 51 5757
51 52 5378
52 53 3376
53 54 7623
54 55 1942
55 56 332
56 57 4075
57 58 3193
58 59 612
59 60 6786
60 61 4743
61 62 7142
62 63 3612
63 64 6631
64 65 3176
65 66 2752
66 67 4703
67 68 8324
68 69 8254
69 70 1093
70 71 8939
71 72 696
72 73 2306
73 74 3605
74 75 8036
75 76 3652
76 77 9298
77 78 9870
78 79 1016
79 80 9286
80 81 8890
81 82 5465
82 83 7238
83 84 2896
84 85 5601
85 86 6380
86 87 1849
87 88 4797
88 89 8104
89 90 5375
90 91 1168
91 92 2448
92 93 9973
93 94 5325
94 95 9265
95 96 5086
96 97 9734
97 98 4128
98 99 9316
99 100 9249
2 36 8787
14 81 147
19 80 5633
23 52 5893
24 70 7176
27 90 4448
31 50 2734
38 72 905
43 86 5072
58 63 3327
61 98 8363
66 93 1010
73 95 8756
74 82 5976
76 85 2754
79 100 3471
80 89 9478
87 90 9873
89 99 8702
93 97 1283
96 98 3650
