300 403
1 2 6675
2 3 6985
3 4 7698
4 5 3389
5 6 9278
6 7 3172
7 8 5676
8 9 5771
9 10 9344
10 11 5859
11 12 5194
12 13 4149
13 14 1555
14 15 2643
15 16 7279
16 17 4108
17 18 158
18 19 4653
19 20 4403
20 21 4218
21 22 6235
22 23 1084
23 24 3655
24 25 4199
25 26 9432
26 27 5197
27 28 2812
28 29 6296
29 30 2960
30 31 8299
31 32 1610
32 33 9567
33 34 2393
34 35 3499
35 36 9279
36 37 3498
37 38 1724
38 39 4772
39 40 1803
40 41 7016
41 42 8059
42 43 9022
43 44 5651
44 45 2851
45 46 826
46 47 8990
47 48 3279
48 49 6436
49 50 5965
50 51 2075
51 52 1262
52 53 3549
53 54 1612
54 55 1978
55 56 30
56 57 2038
57 58 2917
58 59 8000
59 60 5119
60 61 1635
61 62 5497
62 63 9105
63 64 3079
64 65 9708
65 66 8400
66 67 4884
67 68 9849
68 69 903
69 70 4735
70 71 6592
71 72 5508
72 73 2780
73 74 1468
74 75 153
75 76 984
76 77 8193
77 78 2774
78 79 3906
79 80 51
80 81 7592
81 82 9158
82 83 73
83 84 9857
84 85 62
85 86 6392
86 87 1644
87 88 4949
88 89 798
89 90 4164
90 91 544
91 92 9454
92 93 7141
93 94 4673
94 95 4815
95 96 533
96 97 1783
97 98 945
98 99 4291
99 100 248
100 101 4202
101 102 2296
102 103 4411
103 104 6413
104 105 1910
105 106 5420
106 107 1995
107 108 6380
108 109 1324
109 110 1233
110 111 612
111 112 9608
112 113 8110
113 114 1113
114 115 4942
115 116 6226
116 117 2044
117 118 2336
118 119 3245
119 120 694
120 121 5924
121 122 2233
122 123 8690
123 124 2721
124 125 8540
125 126 8958
126 127 7298
127 128 2082
128 129 2837
129 130 8595
130 131 9698
131 132 3761
132 133 6069
133 134 4794
134 135 3130
135 136 3667
136 137 4809
137 138 5938
138 139 5601
139 140 8268
140 141 5819
141 142 1768
142 143 9407
143 144 4639
144 145 5772
145 146 9148
146 147 4576
147 148 4459
148 149 275
149 150 1135
150 151 7854
151 152 1114
152 153 3294
153 154 2302
154 155 7734
155 156 6388
156 157 2368
157 158 5323
158 159 3942
159 160 7838
160 161 6561
161 162 717
162 163 1358
163 164 5002
164 165 7038
165 166 9098
166 167 7878
167 168 7629
168 169 6493
169 170 5826
170 171 2721
171 172 2662
172 173 7324
173 174 4752
174 175 9686
175 176 8284
176 177 3841
177 178 1070
178 179 3626
179 180 5891
180 181 6258
181 182 1180
182 183 7945
183 184 8161
184 185 714
185 186 9630
186 187 9928
187 188 8745
188 189 4176
189 190 8917
190 191 3216
191 192 3846
192 193 5803
193 194 9984
194 195 628
195 196 9325
196 197 8641
197 198 7932
198 199 4252
199 200 2878
200 201 8671
201 202 9966
202 203 9501
203 204 3282
204 205 4837
205 206 4453
206 207 781
207 208 2504
208 209 7423
209 210 3023
210 211 327
211 212 5692
212 213 1472
213 214 6106
214 215 6688
215 216 1470
216 217 1312
217 218 5877
218 219 2539
219 220 8753
220 221 8490
221 222 9804
222 223 7549
223 224 7875
224 225 7392
225 226 9665
226 227 3287
227 228 277
228 229 4440
229 230 2627
230 231 4672
231 232 3052
232 233 8525
233 234 9011
234 235 9120
235 236 9059
236 237 6360
237 238 2786
238 239 2982
239 240 7177
240 241 4834
241 242 2727
242 243 5452
243 244 8037
244 245 6406
245 246 7500
246 247 485
247 248 5239
248 249 2534
249 250 2943
250 251 854
251 252 8414
252 253 5670
253 254 2414
254 255 3731
255 256 2004
256 257 752
257 258 2167
258 259 2103
259 260 9018
260 261 5901
261 262 6370
262 263 3627
263 264 773
264 265 6134
265 266 9707
266 267 4461
267 268 8725
268 269 3776
269 270 9645
270 271 8048
271 272 9707
272 273 8591
273 274 7145
274 275 3254
275 276 1798
276 277 4518
277 278 2919
278 279 3828
279 280 9400
280 281 5661
281 282 5655
282 283 5617
283 284 9696
284 285 7351
285 286 6951
286 287 1571
287 288 2585
288 289 4785
289 290 9138
290 291 3824
291 292 1556
292 293 5305
293 294 2972
294 295 7043
295 296 159
296 297 7863
297 298 1608
298 299 4247
299 300 7143
2 189 1785
3 179 4819
4 181 9889
6 154 3326
8 206 8087
9 128 1696
10 72 5971
12 252 6324
14 160 8727
16 166 1028
25 225 2762
33 300 4735
36 85 2546
37 118 350
38 237 4667
43 78 768
45 165 9614
48 146 2719
51 238 5496
53 259 5273
54 161 3482
57 168 3777
60 217 9196
61 66 2662
63 300 3700
65 179 7859
68 95 9217
70 105 6511
73 260 7513
78 262 433
79 84 1628
80 287 5564
81 110 7090
85 232 8120
97 250 7738
98 149 9116
100 138 4290
101 213 3230
107 210 5820
112 244 3606
113 230 3619
114 194 2617
115 223 8891
116 159 3214
118 239 2696
120 165 6752
122 270 1762
123 292 8740
126 284 3135
128 134 7490
132 227 916
133 158 5423
134 188 9295
140 145 5672
142 238 3752
145 191 2200
156 253 725
158 232 8771
160 202 1233
161 275 1813
163 236 4606
165 204 7321
167 260 904
168 280 9934
170 235 7899
182 187 1808
190 263 2060
191 200 8751
195 287 1683
197 286 2942
205 287 9142
207 285 7181
209 271 6677
210 272 2364
212 286 9636
214 291 3915
219 279 7834
222 291 3393
223 238 5336
228 234 2019
229 291 6908
230 289 333
235 291 2522
237 263 9949
239 250 2709
241 297 2999
243 290 4428
246 271 8547
251 263 5108
253 276 9642
255 288 9505
256 276 5887
257 298 4517
268 286 8041
270 292 8201
272 277 1859
273 292 3375
274 286 9338
277 282 4456
282 286 8811
284 297 4571
286 289 143
294 298 4938
296 298 6282
