250 322
1 2 6380
2 3 6367
3 4 8888
4 5 3805
5 6 3923
6 7 2035
7 8 1722
8 9 7602
9 10 6293
10 11 592
11 12 9614
12 13 8881
13 14 4237
14 15 643
15 16 656
16 17 8989
17 18 5334
18 19 9891
19 20 2638
20 21 8017
21 22 2072
22 23 1631
23 24 7637
24 25 4342
25 26 2647
26 27 3252
27 28 7107
28 29 5995
29 30 3888
30 31 7444
31 32 3381
32 33 5695
33 34 1309
34 35 8490
35 36 5371
36 37 9899
37 38 8664
38 39 6145
39 40 1992
40 41 664
41 42 9734
42 43 321
43 44 8769
44 45 764
45 46 1394
46 47 7982
47 48 6175
48 49 8817
49 50 4830
50 51 5599
51 52 6688
52 53 2166
53 54 9062
54 55 2564
55 56 1980
56 57 8555
57 58 3613
58 59 5217
59 60 7920
60 61 7658
61 62 8678
62 63 9074
63 64 7810
64 65 3425
65 66 5539
66 67 8402
67 68 5386
68 69 1520
69 70 1727
70 71 4594
71 72 2768
72 73 5012
73 74 7976
74 75 3135
75 76 6841
76 77 8435
77 78 8393
78 79 1453
79 80 6375
80 81 5906
81 82 6885
82 83 1403
83 84 974
84 85 2641
85 86 8920
86 87 7552
87 88 8683
88 89 878
89 90 150
90 91 2745
91 92 1217
92 93 2457
93 94 8606
94 95 4545
95 96 9113
96 97 6193
97 98 1800
98 99 5890
99 100 7419
100 101 8482
101 102 4950
102 103 6484
103 104 6170
104 105 7123
105 106 8279
106 107 3955
107 108 9216
108 109 6109
109 110 694
110 111 704
111 112 2787
112 113 1225
113 114 219
114 115 5898
115 116 4727
116 117 1945
117 118 2695
118 119 4928
119 120 8649
120 121 4724
121 122 4809
122 123 2398
123 124 6627
124 125 6952
125 126 2289
126 127 8125
127 128 3439
128 129 5379
129 130 3881
130 131 3734
131 132 1680
132 133 7189
133 134 635
134 135 8159
135 136 9000
136 137 545
137 138 4558
138 139 583
139 140 6435
140 141 3893
141 142 3974
142 143 180
143 144 1581
144 145 1839
145 146 4185
146 147 720
147 148 3992
148 149 6393
149 150 8615
150 151 6712
151 152 3698
152 153 4604
153 154 7953
154 155 9670
155 156 5131
156 157 9833
157 158 9103
158 159 8387
159 160 6242
160 161 3210
161 162 7674
162 163 7780
163 164 9200
164 165 832
165 166 3647
166 167 5065
167 168 1866
168 169 8706
169 170 8523
170 171 1970
171 172 1581
172 173 3951
173 174 829
174 175 6476
175 176 6419
176 177 7028
177 178 2554
178 179 169
179 180 212
180 181 2160
181 182 8757
182 183 6615
183 184 2126
184 185 4774
185 186 4216
186 187 9227
187 188 603
188 189 3942
189 190 7846
190 191 8659
191 192 8360
192 193 3489
193 194 1924
194 195 4582
195 196 4245
196 197 887
197 198 862
198 199 5805
199 200 4669
200 201 6911
201 202 4960
202 203 3880
203 204 8114
204 205 8224
205 206 2109
206 207 9719
207 208 1113
208 209 8620
209 210 3407
210 211 2029
211 212 1323
212 213 5747
213 214 7052
214 215 1389
215 216 1703
216 217 4466
217 218 6246
218 219 5684
219 220 7567
220 221 247
221 222 1306
222 223 4772
223 224 2219
224 225 1485
225 226 6470
226 227 1256
227 228 9676
228 229 5381
229 230 7751
230 231 1762
231 232 8249
232 233 4460
233 234 6445
234 235 5003
235 236 8772
236 237 5744
237 238 1838
238 239 6168
239 240 5629
240 241 8459
241 242 9398
242 243 874
243 244 4724
244 245 7242
245 246 8386
246 247 6850
247 248 7048
248 249 8979
249 250 6490
7 175 8774
9 222 8474
15 121 2523
16 25 3199
18 160 3493
23 105 175
25 213 5698
28 202 6702
31 118 8125
33 99 2873
37 60 816
47 83 6321
48 83 5925
54 76 3228
63 140 8842
64 195 7825
66 212 1828
67 159 5065
71 88 4613
79 231 2826
81 190 9067
85 226 6804
87 100 8830
92 128 6627
93 156 6721
97 212 1110
98 227 5503
104 214 2369
108 152 5081
109 244 3848
112 145 7908
114 184 8611
116 159 5121
121 203 2734
124 147 8912
125 141 4568
127 214 3667
128 173 9507
130 247 7941
132 140 9339
135 167 9953
136 198 7397
139 247 5907
141 235 8844
142 204 9869
150 224 3774
156 215 3628
168 239 7678
170 250 6068
171 226 4604
172 244 4606
177 241 3377
184 233 7941
186 219 3634
190 247 4333
193 247 824
207 229 315
209 239 9108
211 232 2799
216 232 7231
217 241 5333
219 246 4858
221 223 1519
222 249 4574
228 241 3989
229 248 8653
233 243 6348
241 246 7368
242 250 8203
243 250 489
244 250 2049
245 250 5428
247 249 8521
