500 671
1 2 8208
2 3 9671
3 4 692
4 5 946
5 6 7686
6 7 1505
7 8 7729
8 9 7910
9 10 7035
10 11 6764
11 12 9463
12 13 8125
13 14 2278
14 15 6066
15 16 5636
16 17 3470
17 18 9756
18 19 8612
19 20 3781
20 21 7847
21 22 3254
22 23 5859
23 24 5008
24 25 4048
25 26 8600
26 27 8702
27 28 8944
28 29 5267
29 30 6280
30 31 9131
31 32 6308
32 33 1820
33 34 2475
34 35 3806
35 36 4970
36 37 7341
37 38 3984
38 39 4265
39 40 9401
40 41 5358
41 42 7686
42 43 4731
43 44 6298
44 45 532
45 46 8435
46 47 435
47 48 2216
48 49 6585
49 50 9053
50 51 8093
51 52 9204
52 53 778
53 54 7052
54 55 4740
55 56 5886
56 57 3291
57 58 4633
58 59 5493
59 60 3921
60 61 3876
61 62 4547
62 63 4107
63 64 2859
64 65 9742
65 66 1148
66 67 4877
67 68 753
68 69 1255
69 70 6079
70 71 3954
71 72 8022
72 73 2283
73 74 3928
74 75 4462
75 76 3146
76 77 7566
77 78 9475
78 79 2692
79 80 6179
80 81 6696
81 82 4152
82 83 8873
83 84 745
84 85 9713
85 86 2979
86 87 1621
87 88 9399
88 89 717
89 90 4219
90 91 4616
91 92 4454
92 93 5188
93 94 2174
94 95 1415
95 96 9207
96 97 3557
97 98 1630
98 99 5959
99 100 5804
100 101 2839
101 102 5651
102 103 9216
103 104 530
104 105 6253
105 106 1399
106 107 198
107 108 6876
108 109 9629
109 110 2382
110 111 6423
111 112 5738
112 113 3314
113 114 1212
114 115 2065
115 116 4519
116 117 1335
117 118 9036
118 119 6341
119 120 8938
120 121 4274
121 122 9934
122 123 2163
123 124 9585
124 125 9044
125 126 377
126 127 9192
127 128 6462
128 129 5047
129 130 2004
130 131 6050
131 132 728
132 133 1376
133 134 6144
134 135 3123
135 136 6905
136 137 7027
137 138 9992
138 139 1204
139 140 1725
140 141 7155
141 142 5392
142 143 7924
143 144 4950
144 145 9910
145 146 4202
146 147 1815
147 148 3434
148 149 4019
149 150 829
150 151 3635
151 152 6140
152 153 7446
153 154 4598
154 155 8045
155 156 4235
156 157 1960
157 158 5380
