200 269
1 2 5281
2 3 6509
3 4 7884
4 5 563
5 6 2449
6 7 3245
7 8 5075
8 9 2648
9 10 9797
10 11 2310
11 12 7746
12 13 7033
13 14 8646
14 15 6881
15 16 2528
16 17 8040
17 18 4717
18 19 3657
19 20 1299
20 21 1656
21 22 776
22 23 2450
23 24 5908
24 25 2830
25 26 7832
26 27 5142
27 28 5158
28 29 4318
29 30 3637
30 31 6685
31 32 8643
32 33 8874
33 34 7207
34 35 331
35 36 8118
36 37 39
37 38 2152
38 39 4750
39 40 2094
40 41 3906
41 42 8297
42 43 9310
43 44 5162
44 45 833
45 46 5535
46 47 4664
47 48 1331
48 49 8009
49 50 6745
50 51 6073
51 52 5768
52 53 9302
53 54 7063
54 55 3577
55 56 220
56 57 1988
57 58 7498
58 59 2465
59 60 5036
60 61 8306
61 62 1327
62 63 9903
63 64 9381
64 65 4218
65 66 2052
66 67 744
67 68 4991
68 69 2455
69 70 7367
70 71 1219
71 72 5202
72 73 692
73 74 2968
74 75 9428
75 76 4936
76 77 4855
77 78 9869
78 79 6768
79 80 5673
80 81 6750
81 82 61
82 83 4693
83 84 7716
84 85 6062
85 86 2208
86 87 6606
87 88 9444
88 89 414
89 90 4206
90 91 2939
91 92 6650
92 93 1393
93 94 7665
94 95 2459
95 96 2663
96 97 4273
97 98 1185
98 99 6721
99 100 3838
100 101 6576
101 102 7449
102 103 7674
103 104 9273
104 105 2410
105 106 7963
106 107 5358
107 108 2528
108 109 4751
109 110 3485
110 111 4891
111 112 4733
112 113 1465
113 114 2710
114 115 5761
115 116 5084
116 117 4185
117 118 4275
118 119 4544
119 120 5239
120 121 425
121 122 7022
122 123 2249
123 124 3045
124 125 5835
125 126 4214
126 127 7618
127 128 3684
128 129 5261
129 130 7995
130 131 3785
131 132 1054
132 133 5769
133 134 811
134 135 970
135 136 6158
136 137 6985
137 138 1481
138 139 2926
139 140 2968
140 141 3020
141 142 9129
142 143 4493
143 144 5611
144 145 6781
145 146 7595
146 147 9192
147 148 5849
148 149 9518
149 150 964
150 151 599
151 152 4367
152 153 5059
153 154 4491
154 155 9916
155 156 9251
156 157 4465
157 158 2847
158 159 1514
159 160 8026
160 161 1884
161 162 6438
162 163 8618
163 164 9525
164 165 5749
165 166 4166
166 167 4382
167 168 8786
168 169 902
169 170 5142
170 171 904
171 172 3973
172 173 1158
173 174 3270
174 175 2951
175 176 2502
176 177 1449
177 178 6107
178 179 1868
179 180 1248
180 181 134
181 182 5742
182 183 4282
183 184 6023
184 185 5675
185 186 3213
186 187 6997
187 188 2671
188 189 6880
189 190 3786
190 191 1779
191 192 7064
192 193 2276
193 194 1105
194 195 8329
195 196 9540
196 197 1337
197 198 9556
198 199 5935
199 200 3325
3 90 7577
9 98 8880
12 32 6254
13 23 6009
17 118 2994
18 86 6869
20 193 1774
21 132 9903
23 41 7119
24 59 4944
25 200 4495
27 145 149
28 80 9350
32 75 9591
36 138 6181
41 181 5784
43 65 2913
45 146 7187
52 61 6376
54 151 5354
56 94 5558
59 135 1109
62 125 182
65 149 2891
70 77 9403
72 161 3638
75 174 5691
83 105 2321
85 160 5740
89 155 9840
92 166 6852
98 103 9351
107 140 4011
108 126 3334
109 154 6630
110 143 3037
113 171 3495
115 186 8809
118 157 6318
120 145 6113
122 182 932
123 160 3652
124 167 1206
126 158 9885
129 166 1060
131 182 1494
132 183 7698
135 154 3484
138 143 2826
140 194 2832
142 158 932
149 185 9586
154 168 3102
155 170 4730
158 194 2728
159 200 9591
160 167 1654
162 168 7998
170 200 7339
172 198 1563
173 175 4459
175 182 2188
177 190 2501
178 195 5662
184 191 5275
187 192 9431
190 194 9267
193 200 3427
196 200 8016
197 199 1891
