350 475
1 2 4596
2 3 1865
3 4 290
4 5 3816
5 6 7517
6 7 530
7 8 7046
8 9 517
9 10 5678
10 11 4128
11 12 8235
12 13 8128
13 14 6913
14 15 8866
15 16 2418
16 17 4585
17 18 4400
18 19 7122
19 20 9121
20 21 5753
21 22 9632
22 23 8448
23 24 6882
24 25 4404
25 26 1188
26 27 479
27 28 6115
28 29 5746
29 30 1135
30 31 4929
31 32 8328
32 33 1704
33 34 8080
34 35 1413
35 36 773
36 37 9620
37 38 9962
38 39 6267
39 40 2832
40 41 2983
41 42 4883
42 43 7830
43 44 1838
44 45 7010
45 46 7435
46 47 7204
47 48 3367
48 49 7560
49 50 5899
50 51 5263
51 52 5519
52 53 323
53 54 400
54 55 6786
55 56 9365
56 57 1068
57 58 1686
58 59 6956
59 60 760
60 61 6067
61 62 8504
62 63 3798
63 64 4215
64 65 3287
65 66 4485
66 67 9656
67 68 9716
68 69 1269
69 70 8431
70 71 8275
71 72 8178
72 73 5817
73 74 3104
74 75 913
75 76 7241
76 77 1122
77 78 9522
78 79 9407
79 80 2764
80 81 3816
81 82 3738
82 83 3654
83 84 1196
84 85 3213
85 86 8051
86 87 6570
87 88 380
88 89 1287
89 90 8318
90 91 2535
91 92 8004
92 93 5735
93 94 9407
94 95 9544
95 96 9066
96 97 9158
97 98 3355
98 99 1599
99 100 8502
100 101 5995
101 102 9229
102 103 8789
103 104 7304
104 105 5982
105 106 4086
106 107 7949
107 108 9344
108 109 5671
109 110 4426
110 111 1192
111 112 2943
112 113 1635
113 114 6374
114 115 7633
115 116 4866
116 117 6006
117 118 5279
118 119 2305
119 120 3362
120 121 7909
121 122 7098
122 123 5614
123 124 7105
124 125 9446
125 126 8879
126 127 4169
127 128 3096
128 129 3566
129 130 5517
130 131 310
131 132 9761
132 133 5003
133 134 9546
134 135 9770
135 136 7342
136 137 5910
137 138 277
138 139 9480
139 140 9346
140 141 8713
141 142 5938
142 143 5546
143 144 1484
144 145 1604
145 146 2412
146 147 7293
147 148 8619
148 149 9607
149 150 720
150 151 6990
151 152 5108
152 153 3932
153 154 5464
154 155 1379
155 156 136
156 157 8815
157 158 3570
158 159 8187
159 160 1625
160 161 8589
161 162 5005
162 163 9871
163 164 5979
164 165 2345
165 166 6287
166 167 2175
167 168 3580
168 169 7899
169 170 7478
170 171 9408
171 172 8430
172 173 2145
173 174 627
174 175 3382
175 176 7661
176 177 3024
177 178 3793
178 179 8919
179 180 3410
180 181 628
181 182 590
182 183 5103
183 184 339
184 185 7030
185 186 3891
186 187 6376
187 188 9160
188 189 6272
189 190 9032
190 191 4357
191 192 1012
192 193 6110
193 194 1346
194 195 6813
195 196 1084
196 197 313
197 198 6181
198 199 2824
199 200 3702
200 201 853
201 202 6763
202 203 7880
203 204 6535
204 205 9140
205 206 9121
206 207 7324
207 208 7936
208 209 3081
209 210 4587
210 211 4442
211 212 9074
212 213 9600
213 214 5670
214 215 4884
215 216 3250
216 217 2642
217 218 6542
218 219 6076
219 220 8340
220 221 7512
221 222 2498
222 223 7970
223 224 3237
224 225 4487
225 226 9245
226 227 2568
227 228 3567
228 229 1342
229 230 9638
230 231 7486
231 232 6431
232 233 5976
233 234 3055
234 235 2231
235 236 6641
236 237 5716
237 238 9570
238 239 2616
239 240 1369
240 241 462
241 242 1203
242 243 221
243 244 6542
244 245 2589
245 246 4713
246 247 9766
247 248 6329
248 249 4643
249 250 654
250 251 1340
251 252 1862
252 253 54
253 254 6516
254 255 697
255 256 439
256 257 1847
257 258 5107
258 259 2407
259 260 8349
260 261 9521
261 262 8126
262 263 6999
263 264 4193
264 265 9179
265 266 4377
266 267 957
267 268 4210
268 269 9569
269 270 999
270 271 5954
271 272 4765
272 273 550
273 274 5964
274 275 254
275 276 362
276 277 1768
277 278 7306
278 279 2009
279 280 4177
280 281 6295
281 282 8693
282 283 9803
283 284 9500
284 285 559
285 286 4
286 287 1590
287 288 6444
288 289 1598
289 290 4877
290 291 3328
291 292 318
292 293 5862
293 294 2315
294 295 8207
295 296 2832
296 297 3369
297 298 1624
298 299 7554
299 300 3379
300 301 4449
301 302 5773
302 303 3876
303 304 4644
304 305 539
305 306 6081
306 307 612
307 308 6466
308 309 7278
309 310 7941
310 311 4906
311 312 4245
312 313 2339
313 314 3916
314 315 2094
315 316 9334
316 317 1866
317 318 8493
318 319 7606
319 320 8805
320 321 5690
321 322 3930
322 323 6430
323 324 7409
324 325 3198
325 326 1035
326 327 2697
327 328 4167
328 329 8857
329 330 8783
330 331 5125
331 332 7634
332 333 5915
333 334 9308
334 335 90
335 336 6192
336 337 6373
337 338 7016
338 339 7999
339 340 8213
340 341 7117
341 342 5785
342 343 5032
343 344 9240
344 345 5523
345 346 1812
346 347 614
347 348 1013
348 349 7718
349 350 4809
4 187 2539
6 223 588
7 104 5298
12 102 6333
15 291 1159
16 219 7642
17 234 4169
18 178 814
20 319 7770
22 104 6051
26 131 2286
28 253 1585
29 289 3702
31 260 9939
34 266 539
35 189 8312
41 252 7590
46 263 220
48 52 478
55 137 538
57 336 6860
58 207 7740
62 76 1598
64 235 5849
68 213 9069
71 325 772
72 183 1748
73 206 8392
74 255 7904
77 223 3258
78 139 4554
79 115 6531
85 231 6826
88 249 1085
91 286 1198
92 143 3537
95 345 9342
96 272 8014
102 133 8276
106 131 5089
108 272 1628
113 134 7780
114 235 5842
116 188 1130
117 267 2465
120 310 930
121 278 751
124 291 6236
126 131 8675
127 159 2693
129 333 1208
133 240 9802
134 171 8835
135 265 6517
136 231 8831
137 259 4930
139 260 8792
141 316 4252
143 170 4720
145 257 9944
146 246 6473
148 314 4759
150 323 6851
152 193 7587
153 258 6190
155 262 5057
157 175 723
164 290 2077
168 217 8677
169 240 681
172 342 1439
185 350 7893
188 350 1606
190 309 3290
191 246 4607
196 286 9457
198 345 5280
199 209 715
202 320 7218
205 279 6191
208 326 695
212 238 7485
217 306 213
219 305 4341
222 350 4910
224 286 6227
225 343 264
227 329 38
236 274 5245
238 336 333
244 250 5628
245 319 2591
246 290 8609
247 262 1076
248 327 2180
255 290 9935
259 345 9816
262 302 9081
263 274 5793
265 318 9665
267 346 6708
271 295 3913
273 338 6110
277 334 8278
286 333 4246
287 347 8355
290 339 7617
291 339 8202
294 339 8093
296 323 1735
304 323 9585
305 309 4292
