80 105
1 2 1413
2 3 9130
3 4 265
4 5 7012
5 6 7650
6 7 8929
7 8 8505
8 9 8625
9 10 2875
10 11 3137
11 12 6612
12 13 6929
13 14 2648
14 15 5642
15 16 5242
16 17 3142
17 18 7526
18 19 6338
19 20 7076
20 21 4686
21 22 979
22 23 4808
23 24 2112
24 25 4267
25 26 808
26 27 1976
27 28 4676
28 29 1348
29 30 8869
30 31 3973
31 32 6558
32 33 1800
33 34 2694
34 35 2701
35 36 3928
36 37 6683
37 38 2321
38 39 2794
39 40 3814
40 41 3117
41 42 201
42 43 1555
43 44 8263
44 45 4778
45 46 5376
46 47 1441
47 48 6161
48 49 8028
49 50 860
50 51 7434
51 52 3648
52 53 23
53 54 2231
54 55 7211
55 56 2112
56 57 5847
57 58 795
58 59 5262
59 60 8861
60 61 7855
61 62 9848
62 63 9593
63 64 5327
64 65 9130
65 66 3334
66 67 1488
67 68 2889
68 69 5038
69 70 345
70 71 7839
71 72 8531
72 73 1098
73 74 1083
74 75 7584
75 76 3771
76 77 1348
77 78 2641
78 79 559
79 80 7384
1 57 1147
2 28 4306
3 69 8883
5 36 993
8 31 7553
15 55 2664
16 43 5133
17 77 1613
20 66 4662
23 48 1341
25 60 4288
29 68 129
30 48 3223
32 74 1096
35 53 924
36 47 9535
37 78 1073
38 41 4956
40 44 9053
45 47 2569
47 50 7865
53 75 605
62 71 6313
68 80 3309
69 71 5677
77 80 803
