350 468
1 2 3971
2 3 4899
3 4 5838
4 5 4999
5 6 5300
6 7 5320
7 8 2766
8 9 2051
9 10 6238
10 11 828
11 12 8728
12 13 6604
13 14 5386
14 15 2827
15 16 7017
16 17 2698
17 18 2395
18 19 7499
19 20 8855
20 21 7011
21 22 1610
22 23 5729
23 24 2585
24 25 2314
25 26 1160
26 27 2688
27 28 1177
28 29 3381
29 30 6625
30 31 2448
31 32 9146
32 33 1012
33 34 1356
34 35 8075
35 36 354
36 37 6583
37 38 7040
38 39 4647
39 40 8412
40 41 957
41 42 6995
42 43 5393
43 44 206
44 45 5922
45 46 4946
46 47 295
47 48 131
48 49 9714
49 50 3216
50 51 8795
51 52 3455
52 53 3536
53 54 5436
54 55 1157
55 56 7084
56 57 4080
57 58 491
58 59 3468
59 60 8138
60 61 2369
61 62 4545
62 63 5539
63 64 5457
64 65 7609
65 66 8475
66 67 7754
67 68 9272
68 69 8713
69 70 219
70 71 8161
71 72 4456
72 73 7343
73 74 785
74 75 9093
75 76 4770
76 77 2872
77 78 6168
78 79 8979
79 80 4733
80 81 8333
81 82 7551
82 83 1423
83 84 356
84 85 9360
85 86 1445
86 87 4577
87 88 7516
88 89 9392
89 90 8151
90 91 4472
91 92 6635
92 93 1514
93 94 416
94 95 104
95 96 3933
96 97 1117
97 98 4477
98 99 3597
99 100 5262
100 101 4566
101 102 5020
102 103 8266
103 104 2008
104 105 1394
105 106 5957
106 107 1344
107 108 3081
108 109 298
109 110 7806
110 111 378
111 112 2415
112 113 3886
113 114 4856
114 115 8780
115 116 9800
116 117 8204
117 118 8877
118 119 5
119 120 6647
120 121 2677
121 122 7076
122 123 9832
123 124 7010
124 125 121
125 126 9207
126 127 4993
127 128 3069
128 129 3044
129 130 9103
130 131 5789
131 132 4981
132 133 8392
133 134 9075
134 135 9462
135 136 7321
136 137 3992
137 138 333
138 139 6393
139 140 4264
140 141 571
141 142 1536
142 143 6596
143 144 9594
144 145 3749
145 146 5782
146 147 9445
147 148 6617
148 149 2671
149 150 5393
150 151 7298
151 152 6985
152 153 2008
153 154 7142
154 155 9974
155 156 6415
156 157 2009
157 158 7706
158 159 2090
159 160 5416
160 161 6326
161 162 7255
162 163 4884
163 164 1132
164 165 4501
165 166 9964
166 167 5364
167 168 1125
168 169 6050
169 170 581
170 171 6562
171 172 2472
172 173 1595
173 174 9710
174 175 1160
175 176 3878
176 177 9965
177 178 6526
178 179 8048
179 180 2843
180 181 3981
181 182 5603
182 183 6318
183 184 7420
184 185 1285
185 186 5636
186 187 4103
187 188 6229
188 189 1972
189 190 9947
190 191 1178
191 192 8434
192 193 8950
193 194 5148
194 195 4859
195 196 6530
196 197 1067
197 198 2976
198 199 7751
199 200 7661
200 201 9733
201 202 3884
202 203 7655
203 204 1021
204 205 4775
205 206 7887
206 207 700
207 208 2678
208 209 3965
209 210 4186
210 211 5084
211 212 2292
212 213 6125
213 214 4893
214 215 1858
215 216 2033
216 217 5690
217 218 2902
218 219 8556
219 220 6059
220 221 4945
221 222 9711
222 223 5422
223 224 7704
224 225 8396
225 226 4219
226 227 4828
227 228 9741
228 229 7860
229 230 4548
230 231 7630
231 232 7642
232 233 5488
233 234 6351
234 235 666
235 236 8787
236 237 3921
237 238 6037
238 239 3857
239 240 4081
240 241 8250
241 242 4096
242 243 9516
243 244 6303
244 245 4457
245 246 9707
246 247 6790
247 248 1883
248 249 6541
249 250 4072
250 251 1968
251 252 9843
252 253 3691
253 254 4268
254 255 4755
255 256 5026
256 257 2757
257 258 8610
258 259 6305
259 260 9224
260 261 6960
261 262 4194
262 263 126
263 264 5486
264 265 3722
265 266 2648
266 267 2133
267 268 9427
268 269 9462
269 270 3413
270 271 3745
271 272 6009
272 273 8135
273 274 9720
274 275 6676
275 276 403
276 277 7285
277 278 7990
278 279 4969
279 280 8307
280 281 5060
281 282 3434
282 283 676
283 284 3574
284 285 7720
285 286 5332
286 287 2434
287 288 6300
288 289 2952
289 290 1230
290 291 5283
291 292 8760
292 293 3305
293 294 9261
294 295 5935
295 296 1965
296 297 3275
297 298 6968
298 299 9887
299 300 7545
300 301 8499
301 302 7131
302 303 997
303 304 3815
304 305 9505
305 306 7981
306 307 537
307 308 4312
308 309 7920
309 310 1505
310 311 4758
311 312 3904
312 313 6363
313 314 2820
314 315 319
315 316 2697
316 317 5028
317 318 9166
318 319 164
319 320 935
320 321 1457
321 322 8122
322 323 3343
323 324 8122
324 325 8784
325 326 9475
326 327 2554
327 328 6341
328 329 353
329 330 2208
330 331 3509
331 332 4279
332 333 9877
333 334 2384
334 335 9160
335 336 3086
336 337 3791
337 338 891
338 339 3125
339 340 3496
340 341 2420
341 342 9714
342 343 8163
343 344 8216
344 345 7604
345 346 6747
346 347 4024
347 348 7842
348 349 1438
349 350 9402
1 173 7880
4 150 623
6 114 890
7 214 5044
8 298 8587
14 186 6040
15 80 4001
18 129 8854
20 260 7971
28 63 3299
29 311 5295
30 99 9863
31 151 9339
43 175 4819
46 340 3639
47 280 7074
51 289 4898
54 165 5286
57 161 8979
58 217 1226
60 123 3413
63 154 5658
64 127 2369
69 137 7978
70 190 888
72 204 8675
78 267 6516
82 97 1779
88 332 938
89 191 9438
90 216 1641
91 337 8986
94 310 9574
96 261 6560
97 309 1464
98 222 459
99 319 5323
100 138 6108
101 312 9389
103 152 5272
105 325 5518
113 260 4342
115 315 4177
118 248 3192
121 322 3724
124 181 4264
128 168 1280
130 311 4741
131 312 1701
132 199 654
133 329 210
135 334 8455
137 256 7169
139 256 40
141 251 6347
146 236 6953
148 225 9132
158 344 349
159 246 4897
160 175 3227
164 166 1663
167 282 9920
171 183 3560
175 285 9667
180 288 619
181 310 8907
184 191 5822
188 228 6665
189 258 2
193 341 3403
194 204 761
198 201 8209
199 292 9164
200 223 3810
204 214 1540
206 235 8222
211 301 4183
212 342 9151
216 334 8287
218 232 3534
221 326 2791
227 337 520
230 274 9841
231 350 270
236 310 1568
245 276 2934
246 266 3754
248 291 1892
250 304 8606
254 314 8329
255 311 6932
261 327 4304
262 335 2596
272 347 5857
275 286 5795
278 288 4604
283 286 6691
293 302 2394
294 328 389
296 328 2293
297 307 8966
299 328 911
300 322 5353
304 342 7673
306 312 2333
308 320 2940
312 338 5398
318 320 1996
320 339 9063
321 326 6227
322 345 7244
323 325 6805
330 343 102
333 335 2113
335 348 1213
340 350 1926
342 350 4550
345 347 3169
348 350 1925
