100 128
1 2 585
2 3 2919
3 4 4205
4 5 42
5 6 2591
6 7 5840
7 8 9078
8 9 2315
9 10 115
10 11 8873
11 12 1228
12 13 5321
13 14 2195
14 15 841
15 16 3948
16 17 7759
17 18 3942
18 19 6908
19 20 7687
20 21 8762
21 22 3401
22 23 1699
23 24 5212
24 25 5710
25 26 2947
26 27 742
27 28 852
28 29 4982
29 30 2693
30 31 9553
31 32 1537
32 33 6634
33 34 7883
34 35 7834
35 36 7093
36 37 3436
37 38 3170
38 39 912
39 40 9127
40 41 5671
41 42 992
42 43 1308
43 44 1102
44 45 625
45 46 1185
46 47 5874
47 48 357
48 49 5650
49 50 3523
50 51 5160
51 52 9972
52 53 2622
53 54 6
54 55 335
55 56 8084
56 57 376
57 58 2739
58 59 37
59 60 9287
60 61 253
61 62 1450
62 63 1072
63 64 3403
64 65 3190
65 66 7658
66 67 9951
67 68 7561
68 69 7891
69 70 5089
70 71 983
71 72 4825
72 73 2389
73 74 5947
74 75 5092
75 76 3627
76 77 2766
77 78 7735
78 79 4039
79 80 4289
80 81 5816
81 82 5836
82 83 2342
83 84 3366
84 85 8354
85 86 5847
86 87 5858
87 88 9902
88 89 499
89 90 3586
90 91 358
91 92 4217
92 93 8948
93 94 3892
94 95 6479
95 96 8070
96 97 9740
97 98 1203
98 99 722
99 100 9916
1 38 9403
4 68 4697
8 97 5249
14 68 4479
16 100 2767
18 96 1204
20 53 6092
35 99 7186
37 83 8986
38 94 8155
43 69 2320
44 51 6395
45 59 7368
47 75 4931
51 98 3646
53 57 6413
56 71 6297
57 97 9318
59 76 5779
66 93 4326
80 90 4349
81 83 4812
82 95 2480
83 88 6857
86 99 3356
88 98 8977
89 96 1706
95 99 1075
98 100 7439
