350 462
1 2 6289
2 3 3364
3 4 4950
4 5 5956
5 6 4630
6 7 2009
7 8 1387
8 9 7097
9 10 1198
10 11 7755
11 12 9930
12 13 1532
13 14 5500
14 15 2328
15 16 6903
16 17 6087
17 18 746
18 19 5688
19 20 313
20 21 7296
21 22 976
22 23 4738
23 24 2649
24 25 53
25 26 8840
26 27 4256
27 28 3796
28 29 470
29 30 6148
30 31 642
31 32 904
32 33 2930
33 34 2804
34 35 5459
35 36 9331
36 37 6605
37 38 9009
38 39 9882
39 40 2225
40 41 5831
41 42 6742
42 43 4271
43 44 7798
44 45 8200
45 46 40
46 47 4743
47 48 7542
48 49 5788
49 50 4155
50 51 730
51 52 9303
52 53 5939
53 54 4069
54 55 2302
55 56 9772
56 57 6339
57 58 4719
58 59 7082
59 60 7134
60 61 5119
61 62 7229
62 63 4413
63 64 5668
64 65 436
65 66 6227
66 67 2227
67 68 5264
68 69 8477
69 70 3591
70 71 9353
71 72 2243
72 73 6874
73 74 7925
74 75 1791
75 76 2507
76 77 5793
77 78 5817
78 79 6117
79 80 3659
80 81 6130
81 82 2061
82 83 709
83 84 976
84 85 789
85 86 153
86 87 3235
87 88 176
88 89 3289
89 90 5054
90 91 6494
91 92 956
92 93 7914
93 94 7960
94 95 1364
95 96 4622
96 97 6798
97 98 7968
98 99 3938
99 100 2798
100 101 8456
101 102 8584
102 103 3682
103 104 1479
104 105 363
105 106 5013
106 107 2142
107 108 6253
108 109 7437
109 110 3628
110 111 3107
111 112 4728
112 113 7417
113 114 1907
114 115 2730
115 116 1666
116 117 2252
117 118 2554
118 119 8458
119 120 4748
120 121 6174
121 122 2701
122 123 3146
123 124 3655
124 125 1413
125 126 756
126 127 62
127 128 9718
128 129 9311
129 130 6295
130 131 138
131 132 1663
132 133 3872
133 134 1380
134 135 4169
135 136 4555
136 137 8339
137 138 4565
138 139 681
139 140 1916
140 141 4361
141 142 5387
142 143 8052
143 144 1567
144 145 8030
145 146 5964
146 147 9866
147 148 7843
148 149 4161
149 150 314
150 151 7389
151 152 4561
152 153 3335
153 154 7105
154 155 1295
155 156 8368
156 157 7736
157 158 8253
158 159 9746
159 160 8509
160 161 6531
161 162 1898
162 163 3374
163 164 6455
164 165 108
165 166 7540
166 167 2467
167 168 8448
168 169 5643
169 170 6133
170 171 4693
171 172 7588
172 173 6592
173 174 9102
174 175 3354
175 176 7804
176 177 3737
177 178 1415
178 179 902
179 180 8689
180 181 7812
181 182 1196
182 183 2675
183 184 9917
184 185 8515
185 186 2956
186 187 6084
187 188 6692
188 189 7494
189 190 4766
190 191 2200
191 192 6025
192 193 7473
193 194 9609
