80 108
1 2 714
2 3 4208
3 4 4410
4 5 9336
5 6 1473
6 7 3134
7 8 4917
8 9 4931
9 10 4402
10 11 8511
11 12 5737
12 13 8597
13 14 3181
14 15 9742
15 16 1447
16 17 2262
17 18 1641
18 19 6693
19 20 9699
20 21 3308
21 22 7537
22 23 594
23 24 2680
24 25 4767
25 26 6583
26 27 4738
27 28 5791
28 29 9251
29 30 1842
30 31 8231
31 32 4574
32 33 7332
33 34 8908
34 35 6646
35 36 4322
36 37 2467
37 38 6444
38 39 1305
39 40 8305
40 41 1740
41 42 6352
42 43 8110
43 44 6348
44 45 6270
45 46 4449
46 47 6332
47 48 8197
48 49 9129
49 50 4620
50 51 3142
51 52 8243
52 53 2080
53 54 484
54 55 4455
55 56 1736
56 57 6051
57 58 309
58 59 9410
59 60 2585
60 61 8870
61 62 9790
62 63 6416
63 64 9747
64 65 6787
65 66 3329
66 67 7868
67 68 3706
68 69 8078
69 70 6401
70 71 8740
71 72 2210
72 73 6633
73 74 7952
74 75 1842
75 76 2663
76 77 8439
77 78 7195
78 79 3040
79 80 4518
4 18 7368
5 61 8188
8 41 7155
9 14 967
10 60 8109
13 78 7869
15 68 9621
19 53 5421
20 77 9301
21 59 5471
22 64 85
28 61 4518
29 57 1632
30 32 6946
33 58 4671
42 74 8308
48 54 6968
55 59 9880
58 75 3207
61 78 5703
63 72 667
64 79 4668
65 76 4747
67 80 405
70 74 3089
74 78 530
75 80 3495
76 78 5500
77 79 5004
