500 670
1 2 5852
2 3 7649
3 4 3039
4 5 9737
5 6 8589
6 7 1883
7 8 9381
8 9 8939
9 10 5924
10 11 197
11 12 7913
12 13 1216
13 14 5682
14 15 2275
15 16 9872
16 17 1277
17 18 4309
18 19 2501
19 20 9842
20 21 2428
21 22 8187
22 23 6183
23 24 579
24 25 1884
25 26 5434
26 27 3504
27 28 2442
28 29 1620
29 30 2631
30 31 5444
31 32 7365
32 33 2904
33 34 6693
34 35 7298
35 36 2817
36 37 5838
37 38 287
38 39 8135
39 40 777
40 41 2503
41 42 6143
42 43 1638
43 44 684
44 45 1924
45 46 8527
46 47 9282
47 48 8880
48 49 2183
49 50 8352
50 51 558
51 52 1982
52 53 40
53 54 6526
54 55 8759
55 56 3
56 57 337
57 58 8773
58 59 309
59 60 3303
60 61 9074
61 62 7477
62 63 1122
63 64 8477
64 65 2984
65 66 3589
66 67 7549
67 68 5342
68 69 587
69 70 5949
70 71 5716
71 72 3012
72 73 6773
73 74 8409
74 75 5478
75 76 7048
76 77 8160
77 78 231
78 79 8462
79 80 5243
80 81 2026
81 82 6253
82 83 6603
83 84 7755
84 85 6628
85 86 8869
86 87 3505
87 88 3741
88 89 5485
89 90 46
90 91 5747
91 92 2244
92 93 4553
93 94 4283
94 95 8073
95 96 8976
96 97 9610
97 98 8822
98 99 8055
99 100 1764
100 101 5651
101 102 7787
102 103 3342
103 104 5881
104 105 3407
105 106 4829
106 107 5038
107 108 3642
108 109 791
109 110 3492
110 111 5295
111 112 8167
112 113 8110
113 114 6568
114 115 8363
115 116 189
116 117 1370
117 118 8511
118 119 1919
119 120 2893
120 121 3324
121 122 6967
122 123 1246
123 124 5355
124 125 7926
125 126 1869
126 127 7488
127 128 9578
128 129 4465
129 130 3274
130 131 6393
131 132 2024
132 133 5611
133 134 2083
134 135 8572
135 136 2694
136 137 2696
137 138 2490
138 139 7711
139 140 9307
140 141 1827
141 142 308
142 143 688
143 144 8526
144 145 216
145 146 4191
146 147 8128
147 148 7670
148 149 6369
149 150 9030
150 151 8532
151 152 2431
152 153 6431
153 154 8380
154 155 5268
155 156 6542
156 157 6338
157 158 9115
158 159 9781
159 160 6334
160 161 5092
161 162 605
162 163 3801
163 164 7005
164 165 7392
165 166 3134
166 167 5905
167 168 5688
168 169 4172
169 170 4727
170 171 4920
171 172 3363
172 173 5787
173 174 2775
174 175 3068
175 176 3855
176 177 8101
177 178 1639
178 179 9448
179 180 2368
180 181 4413
181 182 312
182 183 5091
183 184 5102
184 185 4478
185 186 9588
186 187 7282
187 188 6921
188 189 4107
189 190 2758
190 191 7682
191 192 3274
192 193 4616
193 194 5295
194 195 3474
195 196 8372
196 197 6383
197 198 6424
198 199 926
199 200 676
200 201 7983
201 202 4445
202 203 5336
203 204 3899
204 205 7764
205 206 851
206 207 6746
207 208 7704
208 209 1922
209 210 5658
210 211 7027
211 212 8938
212 213 7913
213 214 5819
214 215 2383
215 216 4585
216 217 696
217 218 6726
218 219 7834
219 220 6739
220 221 3690
221 222 2810
222 223 8899
223 224 1593
224 225 5383
225 226 6842
226 227 4598
227 228 3998
228 229 2498
229 230 4953
230 231 720
231 232 7959
232 233 4507
233 234 2796
234 235 4353
235 236 6799
236 237 7345
237 238 3998
238 239 8410
239 240 6927
240 241 5915
241 242 4592
242 243 2039
243 244 7788
244 245 6016
245 246 6755
246 247 8444
247 248 3546
248 249 3044
249 250 1403
250 251 5124
251 252 1910
252 253 613
253 254 757
254 255 9347
255 256 2446
256 257 5369
257 258 8528
258 259 4858
259 260 6960
260 261 9669
261 262 3673
262 263 2869
263 264 1667
264 265 2364
265 266 2548
266 267 825
267 268 913
268 269 9623
269 270 5914
270 271 2938
271 272 6075
272 273 1020
273 274 8027
274 275 9565
275 276 2624
276 277 7214
277 278 6949
278 279 8906
279 280 5341
280 281 8186
281 282 8643
282 283 3776
283 284 9010
284 285 5488
285 286 1767
286 287 5153
287 288 733
288 289 3048
289 290 2413
290 291 4547
291 292 8264
292 293 5162
293 294 8566
294 295 4592
295 296 3755
296 297 55
297 298 5467
298 299 7300
299 300 8338
300 301 5521
301 302 8252
302 303 8089
303 304 7803
304 305 107
305 306 5450
306 307 5064
307 308 4580
308 309 4436
309 310 5307
310 311 9555
311 312 9484
312 313 2449
313 314 5790
314 315 9688
315 316 7307
316 317 4692
317 318 785
318 319 4642
319 320 7867
320 321 371
321 322 25
322 323 6471
323 324 8544
324 325 7976
325 326 1767
326 327 5427
327 328 6193
328 329 6270
329 330 9437
330 331 3439
331 332 8135
332 333 8177
333 334 7265
334 335 7632
335 336 4579
336 337 3973
337 338 6367
338 339 5011
339 340 7663
340 341 4609
341 342 4061
342 343 6774
343 344 690
344 345 3264
345 346 6534
346 347 9972
347 348 9596
348 349 4647
349 350 4332
350 351 7514
351 352 4720
352 353 2391
353 354 1369
354 355 4110
355 356 8196
356 357 9611
357 358 2588
358 359 4314
359 360 3643
360 361 6613
361 362 455
362 363 3356
363 364 3782
364 365 2917
365 366 146
366 367 7326
367 368 1375
368 369 1304
369 370 6135
370 371 4933
371 372 6329
372 373 9786
373 374 1467
374 375 4569
375 376 7390
376 377 9819
377 378 9025
378 379 1034
379 380 5237
380 381 2604
381 382 2111
382 383 5307
383 384 5147
384 385 8913
385 386 5573
386 387 5615
387 388 8039
388 389 4647
389 390 6919
390 391 5514
391 392 1424
392 393 7314
393 394 7902
394 395 7462
395 396 8212
396 397 8597
397 398 8573
398 399 1360
399 400 8485
400 401 6722
401 402 5254
402 403 103
403 404 1275
404 405 9960
405 406 6623
406 407 9283
407 408 3212
408 409 6857
409 410 9242
410 411 8801
411 412 71
412 413 4748
413 414 8268
414 415 3224
415 416 3612
416 417 4035
417 418 5082
418 419 7569
419 420 4129
420 421 3364
421 422 8609
422 423 9677
423 424 3223
424 425 9438
425 426 6438
426 427 4860
427 428 141
428 429 8303
429 430 2113
430 431 31
431 432 245
432 433 3963
433 434 4061
434 435 8082
435 436 7867
436 437 4630
437 438 8440
438 439 6316
439 440 1434
440 441 3729
441 442 2507
442 443 6767
443 444 4338
444 445 9337
445 446 340
446 447 9482
447 448 2608
448 449 6136
449 450 7926
450 451 8957
451 452 1626
452 453 9920
453 454 5561
454 455 2355
455 456 5930
456 457 1173
457 458 7229
458 459 7166
459 460 2085
460 461 1411
461 462 3436
462 463 961
463 464 7836
464 465 543
465 466 9507
466 467 6060
467 468 1135
468 469 8931
469 470 9251
470 471 6408
471 472 2375
472 473 3265
473 474 8841
474 475 690
475 476 8154
476 477 4564
477 478 7705
478 479 9111
479 480 7384
480 481 4115
481 482 7997
482 483 7588
483 484 6814
484 485 6416
485 486 8083
486 487 9438
487 488 2056
488 489 1069
489 490 9742
490 491 5469
491 492 8856
492 493 9600
493 494 5125
494 495 3884
495 496 3435
496 497 4073
497 498 742
498 499 6801
499 500 1603
3 476 9590
7 439 690
8 269 8363
10 384 2547
13 484 6397
15 50 9388
17 339 1847
20 266 8353
22 435 9416
28 476 7876
29 393 6477
35 378 2544
40 446 3380
52 312 3623
56 211 6551
57 373 8551
61 369 8722
62 487 819
66 348 1313
70 459 6753
75 96 3507
77 331 7705
79 173 5844
80 163 7892
84 356 7243
86 412 656
87 378 190
88 112 9340
93 250 1872
99 161 8414
100 272 1325
101 325 4103
103 482 8726
107 329 2662
114 124 8845
115 475 3470
126 317 2861
129 393 8157
131 440 1732
132 476 8375
133 144 3896
139 156 2830
141 325 4336
144 418 9752
146 317 2200
148 211 3966
