80 108
1 2 8834
2 3 2765
3 4 4959
4 5 4440
5 6 7587
6 7 3635
7 8 1632
8 9 1167
9 10 7193
10 11 7324
11 12 698
12 13 2232
13 14 7640
14 15 684
15 16 9062
16 17 3135
17 18 4177
18 19 1983
19 20 1444
20 21 4901
21 22 6720
22 23 2498
23 24 5047
24 25 380
25 26 1278
26 27 110
27 28 3469
28 29 8776
29 30 591
30 31 8014
31 32 5925
32 33 5767
33 34 4061
34 35 4876
35 36 9611
36 37 4981
37 38 510
38 39 6493
39 40 8950
40 41 227
41 42 9438
42 43 5999
43 44 3002
44 45 1841
45 46 8342
46 47 7697
47 48 3071
48 49 7300
49 50 2658
50 51 8906
51 52 8876
52 53 2808
53 54 7118
54 55 2057
55 56 6748
56 57 7528
57 58 7941
58 59 8755
59 60 6718
60 61 3548
61 62 959
62 63 4534
63 64 5793
64 65 6882
65 66 95
66 67 2069
67 68 8290
68 69 7430
69 70 3196
70 71 8082
71 72 7483
72 73 3270
73 74 7105
74 75 7011
75 76 5225
76 77 7807
77 78 6894
78 79 6917
79 80 7751
3 72 3508
8 78 9007
11 28 745
13 60 8318
16 64 9641
20 39 3234
24 38 6868
25 28 5435
26 35 6059
30 40 4756
36 51 1866
38 70 9643
40 76 6558
41 66 9570
44 80 88
46 62 4601
48 58 9892
51 58 9261
54 78 1183
56 70 2925
58 60 4817
62 78 1096
66 80 1963
67 75 5067
68 71 8609
70 80 3320
71 77 3654
75 77 5843
77 79 9159
