150 206
1 2 4587
2 3 3555
3 4 7826
4 5 1116
5 6 7398
6 7 2506
7 8 5744
8 9 7174
9 10 9871
10 11 8027
11 12 4557
12 13 151
13 14 6946
14 15 8174
15 16 2534
16 17 3104
17 18 8836
18 19 3665
19 20 3670
20 21 8780
21 22 129
22 23 8766
23 24 295
24 25 5856
25 26 5488
26 27 1063
27 28 6440
28 29 6342
29 30 4038
30 31 4224
31 32 83
32 33 2656
33 34 5378
34 35 3002
35 36 1434
36 37 6850
37 38 7736
38 39 2114
39 40 7062
40 41 4377
41 42 2497
42 43 1504
43 44 8140
44 45 8093
45 46 4945
46 47 6741
47 48 8082
48 49 2020
49 50 8676
50 51 1621
51 52 8539
52 53 2339
53 54 1171
54 55 7746
55 56 1640
56 57 9408
57 58 4794
58 59 2752
59 60 7545
60 61 5507
61 62 240
62 63 9121
63 64 1847
64 65 5218
65 66 5057
66 67 2343
67 68 6594
68 69 1719
69 70 7293
70 71 4674
71 72 7865
72 73 9161
73 74 6130
74 75 9337
75 76 7361
76 77 5621
77 78 1756
78 79 6346
79 80 9641
80 81 8554
81 82 1243
82 83 1005
83 84 7433
84 85 8469
85 86 2275
86 87 9934
87 88 1600
88 89 2996
89 90 7974
90 91 4374
91 92 4791
92 93 6898
93 94 5715
94 95 3879
95 96 7058
96 97 7506
97 98 3363
98 99 7888
99 100 4524
100 101 7853
101 102 7161
102 103 1175
103 104 1189
104 105 5345
105 106 7266
106 107 9769
107 108 3843
108 109 474
109 110 7426
110 111 7695
111 112 7761
112 113 9004
113 114 4618
114 115 637
115 116 1866
116 117 5046
117 118 4646
118 119 9276
119 120 1911
120 121 6461
121 122 8301
122 123 8161
123 124 6965
124 125 8370
125 126 1282
126 127 6622
127 128 6360
128 129 9611
129 130 8751
130 131 6198
131 132 6249
132 133 2252
133 134 3346
134 135 6556
135 136 3113
136 137 9335
137 138 9748
138 139 7641
139 140 3607
140 141 6201
141 142 4952
142 143 5820
143 144 2058
144 145 1182
145 146 1130
146 147 8019
147 148 8403
148 149 2202
149 150 789
2 49 4242
3 124 5743
5 146 9473
6 17 8082
10 17 7611
17 57 1600
19 109 3332
20 30 7044
21 138 1952
26 139 9573
30 59 2405
33 48 3538
34 58 4643
35 92 10
40 90 2859
45 131 8556
46 87 6777
49 86 8073
51 92 932
53 62 2918
54 145 8299
57 80 3964
58 96 4221
59 123 5316
60 79 1943
62 119 4290
64 150 2348
66 118 809
72 126 7400
73 116 4625
74 87 9778
75 84 6830
76 118 6203
77 90 3488
81 124 2668
86 88 4371
87 113 1565
91 139 4878
94 102 4095
97 111 8527
98 149 7540
99 113 4010
102 131 4333
106 110 5677
108 134 400
109 150 4162
112 137 9710
115 141 8322
122 136 6469
125 130 6714
129 134 1333
133 135 6548
136 140 8095
138 150 18
139 148 863
141 145 5594
146 149 7207
