60 79
1 2 3821
2 3 5195
3 4 4363
4 5 3530
5 6 2768
6 7 6901
7 8 2416
8 9 2300
9 10 2576
10 11 526
11 12 2624
12 13 7126
13 14 560
14 15 3216
15 16 7239
16 17 4114
17 18 1293
18 19 7119
19 20 4325
20 21 6153
21 22 4401
22 23 8514
23 24 242
24 25 144
25 26 7310
26 27 9143
27 28 5845
28 29 7206
29 30 15
30 31 6876
31 32 5504
32 33 2443
33 34 6168
34 35 8789
35 36 3949
36 37 9603
37 38 365
38 39 233
39 40 159
40 41 4572
41 42 8619
42 43 3102
43 44 7117
44 45 4709
45 46 6249
46 47 8836
47 48 8280
48 49 7975
49 50 7957
50 51 375
51 52 7453
52 53 9332
53 54 5139
54 55 5649
55 56 7213
56 57 5486
57 58 6461
58 59 8960
59 60 3762
1 39 4571
4 16 5009
5 18 5679
7 57 283
8 41 4887
10 41 7425
13 23 8220
16 22 2342
19 49 4962
21 35 9155
36 52 2581
38 46 7296
40 44 1630
41 50 1881
44 57 1803
48 56 1255
49 53 1287
50 60 1006
52 54 2648
56 60 3497
