40 52
1 2 1369
2 3 5699
3 4 3332
4 5 897
5 6 267
6 7 4653
7 8 5956
8 9 6783
9 10 1647
10 11 1656
11 12 1855
12 13 4959
13 14 4226
14 15 3329
15 16 1279
16 17 4826
17 18 8352
18 19 6738
19 20 7968
20 21 2888
21 22 273
22 23 7642
23 24 9308
24 25 2563
25 26 1199
26 27 7972
27 28 2405
28 29 3718
29 30 4393
30 31 4505
31 32 8426
32 33 6788
33 34 2604
34 35 2544
35 36 1088
36 37 5184
37 38 1788
38 39 2993
39 40 8412
1 26 2243
5 17 4382
8 20 8858
10 34 5291
16 20 9885
17 35 303
21 32 5484
25 28 665
28 30 7161
33 36 2151
35 37 2366
36 38 3111
38 40 4777
