300 411
1 2 4420
2 3 1338
3 4 9660
4 5 4917
5 6 9563
6 7 8465
7 8 1261
8 9 9632
9 10 734
10 11 9773
11 12 3427
12 13 9816
13 14 8985
14 15 2610
15 16 9345
16 17 4368
17 18 8788
18 19 7567
19 20 4275
20 21 1561
21 22 5577
22 23 9488
23 24 7898
24 25 6139
25 26 4047
26 27 8054
27 28 552
28 29 3952
29 30 4123
30 31 7584
31 32 792
32 33 5957
33 34 1213
34 35 2168
35 36 3447
36 37 4331
37 38 9107
38 39 4238
39 40 2244
40 41 492
41 42 531
42 43 5077
43 44 8731
44 45 8989
45 46 4070
46 47 7175
47 48 4046
48 49 6395
49 50 1819
50 51 1075
51 52 9420
52 53 3474
53 54 5736
54 55 3829
55 56 3642
56 57 589
57 58 1374
58 59 555
59 60 4643
60 61 3484
61 62 4176
62 63 2471
63 64 8609
64 65 244
65 66 987
66 67 6762
67 68 4818
68 69 4414
69 70 7390
70 71 2104
71 72 9751
72 73 4580
73 74 2977
74 75 8992
75 76 5562
76 77 1302
77 78 7315
78 79 5589
79 80 9136
80 81 6417
81 82 7643
82 83 9023
83 84 6341
84 85 2181
85 86 6592
86 87 157
87 88 3460
88 89 2090
89 90 5255
90 91 6941
91 92 155
92 93 4879
93 94 77
94 95 4392
95 96 7119
96 97 5805
97 98 371
98 99 2879
99 100 362
100 101 4911
101 102 5228
102 103 1127
103 104 8651
104 105 9619
105 106 7204
106 107 8673
107 108 3468
108 109 6446
109 110 6577
110 111 6893
111 112 108
112 113 4969
113 114 4049
114 115 2131
115 116 814
116 117 1985
117 118 1370
118 119 8754
119 120 2382
120 121 6190
121 122 5716
122 123 4633
123 124 1160
124 125 1581
125 126 7483
126 127 5830
127 128 5920
128 129 5566
129 130 6268
130 131 1988
131 132 12
132 133 9939
133 134 5280
134 135 1660
135 136 9966
136 137 4008
137 138 1424
138 139 6250
139 140 8308
140 141 7918
141 142 1426
142 143 3734
143 144 3190
144 145 4181
145 146 1156
146 147 2845
147 148 8646
148 149 488
149 150 3984
150 151 6168
151 152 814
152 153 5196
153 154 5130
154 155 6965
155 156 7474
156 157 5082
157 158 6343
158 159 9233
159 160 9125
160 161 8092
161 162 8219
162 163 6909
163 164 4473
164 165 916
165 166 3217
166 167 5853
167 168 3168
168 169 7542
169 170 9941
170 171 4769
171 172 9219
172 173 3694
173 174 1729
174 175 3135
175 176 3302
176 177 6904
177 178 99
178 179 4258
179 180 4629
180 181 1138
181 182 7500
182 183 7237
183 184 5591
184 185 6802
185 186 1147
186 187 7950
187 188 9038
188 189 5891
189 190 7385
190 191 2105
191 192 619
192 193 2684
193 194 3681
194 195 2762
195 196 7792
196 197 2966
197 198 9686
198 199 5902
199 200 4953
200 201 7159
201 202 5557
202 203 4613
203 204 5774
204 205 9275
205 206 598
206 207 9662
207 208 8459
208 209 1986
209 210 5675
210 211 8765
211 212 8560
212 213 4497
213 214 8118
214 215 7065
215 216 5521
216 217 5080
217 218 191
218 219 3318
219 220 9857
220 221 416
221 222 3023
222 223 4007
223 224 2130
224 225 3124
225 226 8604
226 227 6288
227 228 8125
228 229 1544
229 230 6292
230 231 631
231 232 4137
232 233 3455
233 234 50
234 235 9451
235 236 9486
236 237 7811
237 238 9218
238 239 8931
239 240 313
240 241 9265
241 242 2920
242 243 3301
243 244 4320
244 245 2875
245 246 9732
246 247 8961
247 248 1223
248 249 646
249 250 3584
250 251 9402
251 252 1603
252 253 8135
253 254 9736
254 255 5142
255 256 6560
256 257 8158
257 258 9089
258 259 4146
259 260 9875
260 261 7740
261 262 1025
262 263 2962
263 264 9808
264 265 2814
265 266 3876
266 267 9574
267 268 674
268 269 3810
269 270 8545
270 271 4574
271 272 3058
272 273 3931
273 274 2303
274 275 5479
275 276 2727
276 277 598
277 278 3112
278 279 2968
279 280 1189
280 281 6208
281 282 5796
282 283 2242
283 284 9796
284 285 3431
285 286 1323
286 287 4607
287 288 172
288 289 2306
289 290 8868
290 291 5076
291 292 596
292 293 9055
293 294 5637
294 295 1937
295 296 5907
296 297 8613
297 298 512
298 299 7518
299 300 5742
2 226 1043
6 57 4
9 61 5477
13 267 3754
14 266 3527
16 169 9023
18 82 5798
19 263 4686
20 127 9273
21 55 8241
23 274 5092
25 47 7407
26 207 2644
30 264 5074
38 73 5392
41 172 9219
42 152 5907
43 123 8327
46 262 7586
47 289 7514
53 81 6339
54 196 5867
56 228 8818
60 96 8456
62 268 2203
64 179 2853
65 163 8591
67 251 8147
68 211 6787
71 196 4290
72 106 2632
77 148 960
79 213 2351
82 254 9713
83 99 2340
86 213 776
91 252 7319
92 237 8318
94 202 9734
95 147 403
100 159 9413
103 114 3226
104 130 3286
109 285 8387
110 299 8780
111 191 9757
112 245 4950
119 289 7884
122 187 2265
125 144 4793
127 288 5767
130 281 9306
131 196 4777
132 182 1970
133 249 2988
136 233 484
137 226 7131
141 287 9703
143 164 401
144 266 9018
150 195 8049
151 190 9545
158 278 7811
162 227 264
165 224 193
166 264 1076
175 217 3236
176 217 8282
179 200 8769
180 205 5068
182 228 62
183 226 9742
186 279 8898
187 220 9747
188 201 9757
189 265 7727
190 236 2080
193 240 2570
200 288 1795
202 283 4481
206 294 4580
207 223 2468
209 277 5043
213 237 1751
214 260 622
220 240 6528
223 261 4472
227 259 4501
229 247 472
233 252 277
235 279 6776
239 283 2348
241 244 6911
242 277 7547
244 269 3086
245 265 5903
249 285 6371
252 277 6462
253 284 6954
254 298 2810
259 271 8303
260 295 4431
265 267 1552
266 277 1599
268 297 8242
273 281 8770
276 286 170
278 295 5369
282 289 3202
289 295 870
292 299 7199
295 298 3476
