40 54
1 2 8724
2 3 4217
3 4 2583
4 5 6359
5 6 7838
6 7 2080
7 8 5717
8 9 1988
9 10 7310
10 11 6835
11 12 5125
12 13 7894
13 14 3502
14 15 1062
15 16 1543
16 17 937
17 18 8146
18 19 2418
19 20 39
20 21 2498
21 22 1407
22 23 9573
23 24 736
24 25 5138
25 26 9768
26 27 8096
27 28 2339
28 29 5246
29 30 3172
30 31 4306
31 32 533
32 33 6939
33 34 8779
34 35 8923
35 36 9787
36 37 9927
37 38 6799
38 39 7644
39 40 3321
2 4 6928
6 23 4613
7 30 5968
10 34 8242
12 24 3872
13 37 141
19 35 9032
26 34 4071
28 35 5908
29 31 4261
30 39 4691
31 40 1689
33 39 4333
36 39 9348
38 40 2931
