150 195
1 2 7936
2 3 1914
3 4 8938
4 5 998
5 6 9575
6 7 7496
7 8 8928
8 9 9041
9 10 8921
10 11 6111
11 12 8930
12 13 5492
13 14 6068
14 15 6574
15 16 4191
16 17 3887
17 18 6388
18 19 99
19 20 3285
20 21 7776
21 22 6465
22 23 3852
23 24 5833
24 25 3917
25 26 3458
26 27 4567
27 28 8572
28 29 6053
29 30 2298
30 31 9968
31 32 3585
32 33 2867
33 34 9024
34 35 7357
35 36 1611
36 37 6959
37 38 2867
38 39 514
39 40 4274
40 41 5636
41 42 1371
42 43 730
43 44 4788
44 45 4463
45 46 6235
46 47 9285
47 48 6896
48 49 4322
49 50 1179
50 51 8705
51 52 1354
52 53 5319
53 54 4722
54 55 9401
55 56 3963
56 57 5446
57 58 8142
58 59 3628
59 60 8715
60 61 3890
61 62 5013
62 63 6087
63 64 3561
64 65 1280
65 66 895
66 67 1591
67 68 1573
68 69 5346
69 70 6717
70 71 3940
71 72 5767
72 73 7386
73 74 9516
74 75 4904
75 76 722
76 77 9294
77 78 9804
78 79 1902
79 80 9804
80 81 7981
81 82 3030
82 83 7554
83 84 5030
84 85 6421
85 86 396
86 87 8838
87 88 848
88 89 2973
89 90 6825
90 91 2601
91 92 9451
92 93 7055
93 94 5566
94 95 6458
95 96 7950
96 97 2452
97 98 7491
98 99 898
99 100 7125
100 101 255
101 102 5354
102 103 7631
103 104 1378
104 105 9850
105 106 3825
106 107 2702
107 108 6262
108 109 1990
109 110 5137
110 111 6371
111 112 7224
112 113 6176
113 114 4444
114 115 853
115 116 432
116 117 6734
117 118 2193
118 119 8730
119 120 1075
120 121 5814
121 122 1422
122 123 8723
123 124 2266
124 125 5121
125 126 6293
126 127 1979
127 128 6556
128 129 7656
129 130 4244
130 131 1346
131 132 8602
132 133 8197
133 134 9504
134 135 956
135 136 2838
136 137 2301
137 138 63
138 139 2741
139 140 9958
140 141 6375
141 142 7752
142 143 1
143 144 6646
144 145 9088
145 146 7130
146 147 8774
147 148 8384
148 149 8131
149 150 4324
3 88 7956
10 29 616
12 117 1854
13 94 8784
15 21 3714
19 144 2835
27 98 5609
34 134 251
37 42 1119
41 88 6510
42 51 9857
45 76 7357
47 53 2129
48 57 7296
60 65 8896
61 149 6454
66 142 4281
70 128 9473
71 140 4934
74 93 3055
75 131 5381
77 88 5189
79 106 9015
83 130 2123
85 110 674
86 147 6346
90 137 8108
95 116 7708
98 133 7315
103 141 4269
109 123 493
110 121 3549
111 137 8077
112 128 3028
118 144 3918
120 126 1962
121 149 9366
123 148 809
125 142 19
131 139 4856
136 141 5338
140 144 9242
141 149 9599
142 150 1305
143 145 8193
147 150 5975
