200 276
1 2 4207
2 3 4401
3 4 278
4 5 1763
5 6 8871
6 7 9883
7 8 4748
8 9 8430
9 10 4332
10 11 4228
11 12 7686
12 13 4608
13 14 6097
14 15 7525
15 16 7875
16 17 5715
17 18 4005
18 19 9254
19 20 1106
20 21 5167
21 22 3003
22 23 3428
23 24 5549
24 25 9275
25 26 7589
26 27 5691
27 28 4586
28 29 7355
29 30 3340
30 31 5080
31 32 9003
32 33 6697
33 34 701
34 35 5000
35 36 8783
36 37 9857
37 38 576
38 39 2275
39 40 7302
40 41 7324
41 42 521
42 43 2255
43 44 8210
44 45 880
45 46 8204
46 47 6554
47 48 9115
48 49 888
49 50 804
50 51 165
51 52 9950
52 53 6212
53 54 7675
54 55 6995
55 56 8035
56 57 814
57 58 2368
58 59 5304
59 60 2999
60 61 3358
61 62 8300
62 63 3093
63 64 3028
64 65 1469
65 66 3177
66 67 7728
67 68 4485
68 69 4415
69 70 8398
70 71 9965
71 72 9810
72 73 3671
73 74 652
74 75 9845
75 76 5832
76 77 8103
77 78 6291
78 79 3431
79 80 332
80 81 1725
81 82 4295
82 83 8327
83 84 8720
84 85 2690
85 86 8075
86 87 9063
87 88 287
88 89 4512
89 90 5741
90 91 2142
91 92 2714
92 93 8567
93 94 5571
94 95 2021
95 96 4958
96 97 838
97 98 9628
98 99 4864
99 100 8723
100 101 164
101 102 4348
102 103 2642
103 104 7568
104 105 106
105 106 8519
106 107 3764
107 108 8511
108 109 5129
109 110 8302
110 111 4543
111 112 8023
112 113 5114
113 114 7095
114 115 9097
115 116 520
116 117 8636
117 118 5451
118 119 8154
119 120 4672
120 121 7568
121 122 9766
122 123 8929
123 124 6068
124 125 7045
125 126 3826
126 127 6474
127 128 2939
128 129 6570
129 130 9376
130 131 966
131 132 167
132 133 244
133 134 7358
134 135 2743
135 136 435
136 137 15
137 138 924
138 139 6221
139 140 4281
140 141 1905
141 142 2996
142 143 5944
143 144 2000
144 145 7825
145 146 966
146 147 4536
147 148 1787
148 149 3340
149 150 6977
150 151 4963
151 152 9167
152 153 7940
153 154 7180
154 155 5551
155 156 2913
156 157 8601
157 158 7606
158 159 6364
159 160 8613
160 161 3291
161 162 3207
162 163 4561
163 164 2990
164 165 1592
165 166 4216
166 167 7607
167 168 4568
168 169 2414
169 170 7687
170 171 282
171 172 4974
172 173 5984
173 174 7848
174 175 2460
175 176 151
176 177 5701
177 178 6810
178 179 1692
179 180 538
180 181 132
181 182 6885
182 183 902
183 184 651
184 185 5767
185 186 3644
186 187 5346
187 188 7325
188 189 9205
189 190 657
190 191 6784
191 192 290
192 193 4533
193 194 7639
194 195 6276
195 196 2986
196 197 1665
197 198 8658
198 199 762
199 200 5585
1 173 206
5 85 8743
13 150 9083
19 105 9708
24 69 5627
25 42 2811
27 184 3883
29 115 1364
31 35 3848
32 65 9583
35 37 6834
39 132 4537
42 162 6849
43 87 2107
44 134 4908
45 69 4739
46 143 975
55 107 8390
56 74 349
59 84 956
61 140 1497
64 174 1457
65 185 7918
67 96 7972
70 197 7011
72 146 3508
74 92 2762
79 181 3549
81 145 9884
83 184 14
84 173 3635
85 142 5612
89 160 9203
90 171 35
93 163 4090
94 199 5035
96 168 6102
98 124 9645
102 193 8284
103 131 193
108 176 6303
109 181 4045
113 200 6763
114 178 8065
116 181 5577
117 181 9860
121 187 7284
122 135 1679
123 127 5450
124 179 9582
126 175 1910
127 150 3039
128 183 5959
130 161 9644
134 179 8210
136 196 4766
139 194 4755
142 156 5338
145 156 5873
147 196 7639
151 168 6346
153 169 8303
154 171 3875
155 171 7753
156 171 4618
159 184 1981
160 178 413
161 193 2093
162 164 5195
179 197 6697
180 188 3455
181 196 4651
188 193 701
190 195 1633
191 194 6294
193 196 9079
197 199 1755
