150 197
1 2 1226
2 3 8616
3 4 2042
4 5 9457
5 6 9303
6 7 2804
7 8 5796
8 9 9306
9 10 1180
10 11 5773
11 12 1231
12 13 4493
13 14 1288
14 15 111
15 16 9511
16 17 7909
17 18 1563
18 19 1127
19 20 3765
20 21 256
21 22 3830
22 23 7679
23 24 5934
24 25 4808
25 26 4565
26 27 1304
27 28 2707
28 29 6763
29 30 1451
30 31 2464
31 32 4976
32 33 4059
33 34 8614
34 35 5729
35 36 1955
36 37 1870
37 38 9040
38 39 5761
39 40 2770
40 41 9950
41 42 8404
42 43 2988
43 44 2594
44 45 1807
45 46 5078
46 47 4810
47 48 5758
48 49 8928
49 50 3393
50 51 5471
51 52 626
52 53 4091
53 54 4488
54 55 4278
55 56 3496
56 57 9681
57 58 5884
58 59 249
59 60 2945
60 61 9083
61 62 6938
62 63 1835
63 64 4774
64 65 7958
65 66 3972
66 67 3618
67 68 5778
68 69 3688
69 70 4808
70 71 5284
71 72 6411
72 73 926
73 74 2554
74 75 7827
75 76 2524
76 77 8758
77 78 310
78 79 2319
79 80 3426
80 81 4934
81 82 1862
82 83 1140
83 84 1565
84 85 9908
85 86 748
86 87 3173
87 88 5600
88 89 5076
89 90 3391
90 91 249
91 92 702
92 93 2414
93 94 6944
94 95 8142
95 96 285
96 97 2906
97 98 838
98 99 1981
99 100 6977
100 101 7398
101 102 3968
102 103 156
103 104 2843
104 105 2070
105 106 2662
106 107 3575
107 108 2205
108 109 7343
109 110 4813
110 111 5085
111 112 4835
112 113 2042
113 114 4098
114 115 472
115 116 9827
116 117 6336
117 118 5601
118 119 8463
119 120 4333
120 121 3403
121 122 4670
122 123 4086
123 124 2247
124 125 6354
125 126 1333
126 127 5764
127 128 1868
128 129 6597
129 130 7428
130 131 91
131 132 5335
132 133 4082
133 134 7429
134 135 1537
135 136 755
136 137 7006
137 138 7672
138 139 3030
139 140 1651
140 141 9824
141 142 4781
142 143 4893
143 144 5759
144 145 9460
145 146 8044
146 147 6631
147 148 8476
148 149 808
149 150 8545
5 120 8984
6 145 7457
10 50 868
16 22 7054
18 75 4835
20 28 7885
21 76 3411
29 132 2016
30 60 7546
32 65 6873
37 132 3019
38 51 8625
40 80 872
42 70 1962
44 105 7899
48 124 6156
53 115 7030
59 139 5753
63 129 1189
65 134 2034
67 123 4443
74 89 220
75 100 2179
76 89 8016
88 128 2967
90 131 8373
93 121 9003
94 101 1165
102 123 5131
103 116 120
108 121 9461
109 130 5804
112 150 2799
114 131 1227
121 130 5574
125 129 6971
127 137 5338
130 138 9033
132 134 5603
135 138 9812
136 144 6098
137 144 5674
138 146 8844
141 150 7281
143 147 5803
144 149 5077
146 149 4533
148 150 3599
