100 133
1 2 2288
2 3 7025
3 4 8576
4 5 5353
5 6 7278
6 7 7889
7 8 5552
8 9 2947
9 10 1461
10 11 5004
11 12 2719
12 13 2466
13 14 5528
14 15 4414
15 16 6334
16 17 405
17 18 7275
18 19 4257
19 20 1156
20 21 7327
21 22 2785
22 23 6897
23 24 3179
24 25 3225
25 26 2824
26 27 9466
27 28 6062
28 29 7450
29 30 9128
30 31 266
31 32 9669
32 33 1203
33 34 9105
34 35 9922
35 36 277
36 37 1445
37 38 9999
38 39 9473
39 40 6783
40 41 7700
41 42 6930
42 43 9441
43 44 6552
44 45 6728
45 46 1885
46 47 5909
47 48 2643
48 49 3671
49 50 6668
50 51 7986
51 52 6357
52 53 1710
53 54 1525
54 55 9402
55 56 4131
56 57 5962
57 58 1852
58 59 4831
59 60 7636
60 61 8654
61 62 8376
62 63 7496
63 64 2190
64 65 2302
65 66 765
66 67 9886
67 68 3444
68 69 7053
69 70 5295
70 71 7587
71 72 224
72 73 4174
73 74 9834
74 75 4205
75 76 7094
76 77 3930
77 78 5306
78 79 6413
79 80 4550
80 81 5632
81 82 7710
82 83 3206
83 84 1516
84 85 130
85 86 8536
86 87 2731
87 88 401
88 89 2607
89 90 1268
90 91 3598
91 92 3003
92 93 9874
93 94 1075
94 95 6609
95 96 5112
96 97 9291
97 98 2308
98 99 4691
99 100 9860
1 57 1634
2 36 575
3 52 5153
4 37 765
5 49 5128
10 21 169
11 47 2351
21 71 2623
23 63 6527
25 65 364
28 34 3011
30 86 9777
31 89 9355
33 63 5929
34 96 1510
36 45 9480
39 49 6832
47 71 4381
57 77 4163
60 93 9960
62 72 7571
65 87 1850
69 78 7773
73 92 302
74 79 8137
75 98 8896
78 82 462
83 89 8229
85 92 2548
91 99 3987
92 95 7091
94 100 8449
95 98 5892
96 100 8637
